Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-004,Technical Requirements,Document Structure,Are your documents structured semi-structured or unstructured?,"Types: Structured forms, Semi-structured invoices, Unstructured letters, Mixed types","",Document structure affects extraction complexity
TECH-005,Technical Requirements,Document Quality,What is the typical quality of your source documents?,"Quality levels: High quality digital, Good quality scanned, Poor quality scanned, Handwritten, Mixed quality","",OCR accuracy expectations and preprocessing needs
TECH-006,Technical Requirements,Document Languages,What languages appear in your documents?,"List all languages; multi-language affects model selection","",Multi-language processing requirements
TECH-007,Technical Requirements,Document Variations,How much variation exists within each document type?,"Variation levels: Highly standardized, Some variation, Significant variation, Completely variable","",Model training complexity and custom model needs
TECH-008,Technical Requirements,Document Sources,Where do documents originate?,"Sources: Email, Web upload, API, Fax, Scan station, Mobile app, FTP","",Input channel and integration requirements
TECH-009,Technical Requirements,Document Formats,What document formats do you currently handle?,"Common formats: PDF, Word, Scanned images, Handwritten, Multi-page, Email attachments, Fax","",Input format compatibility requirements
TECH-010,Technical Requirements,Data Extraction,What specific data fields do you need to extract from documents?,"List all data fields with required vs optional classification","",Data extraction schema and requirements
TECH-011,Technical Requirements,Integration,What systems need to integrate with the IDP solution?,"List downstream systems, databases, and applications","",Integration scope and complexity
TECH-012,Technical Requirements,Storage Integration,What document storage systems do you currently use?,"Common systems: AWS S3, SharePoint, Google Drive, Box, On-premises file servers, Email systems","",Storage integration and data flow requirements
TECH-013,Technical Requirements,Processing Mode,Do you need real-time or batch document processing?,"Options: Real-time processing, Batch processing, Both options","",Processing mode affects architecture design
TECH-014,Technical Requirements,API Requirements,What API integration capabilities do you need?,"Common integrations: REST APIs, Webhooks, File upload endpoints, Email integration, FTP integration","",API integration design requirements
TECH-015,Technical Requirements,Performance,What are your document processing speed requirements?,"Specify: documents per minute, maximum processing time per document","",Performance targets for infrastructure sizing
TECH-016,Technical Requirements,Accuracy Requirements,What accuracy level do you require for data extraction?,"Common targets: 95%+, 98%+, 99%+, 99.5%+","",Accuracy threshold affects model selection and human review needs
TECH-017,Technical Requirements,AI/ML Models,Do you need custom ML models or will AWS pre-built services suffice?,"Options: AWS Textract only, AWS Comprehend only, Custom classification models, Custom extraction models, Combination approach","",Model complexity and development requirements
TECH-018,Technical Requirements,Training Data,Do you have labeled training data for custom models?,"Options: Yes - substantial dataset, Yes - limited dataset, No - need data labeling, Unsure","",Training data availability affects project timeline
TECH-019,Technical Requirements,Model Maintenance,How often do you expect to retrain or update models?,"Options: Never, Quarterly, Monthly, As needed, Continuously","",Model lifecycle management requirements
SEC-001,Security & Compliance,Data Classification,What is the highest data classification level in your documents?,"Levels: Public, Internal, Confidential, Restricted","",Determines encryption and access control requirements
SEC-002,Security & Compliance,Sensitive Data,What sensitive data types are present in your documents?,"Sensitive data types: PII, PHI, Financial data, Credit card numbers, SSNs, Other sensitive data, No sensitive data","",Data protection and masking requirements
SEC-003,Security & Compliance,Compliance Standards,What compliance standards must the IDP solution meet?,"Common standards: SOC 2, ISO 27001, HIPAA, PCI DSS, GDPR, FedRAMP, None","",Compliance controls and audit requirements
SEC-004,Security & Compliance,Encryption,What encryption requirements apply?,"Requirements: Encryption at rest (AES-256), Encryption in transit (TLS 1.2+), Key management (AWS KMS)","",Security architecture and key management
SEC-005,Security & Compliance,Access Control,What authentication and authorization requirements apply?,"Options: SSO (SAML/OIDC), MFA required, Role-based access, IAM integration, Certificate-based","",Identity and access management requirements
SEC-006,Security & Compliance,Audit Logging,What audit and logging requirements do you have?,"Requirements: CloudTrail logging, Access logs, Processing audit trail, Data lineage tracking","",Audit trail and compliance reporting needs
SEC-007,Security & Compliance,Data Retention,What are your data retention and deletion requirements?,"Specify retention period, deletion procedures, and compliance drivers","",Data lifecycle management and compliance
SEC-008,Security & Compliance,Data Residency,Do you require data residency in specific regions?,"Specify regions or countries; affects AWS region selection","",Geographic data sovereignty requirements
OPS-001,Operations & Support,Availability,What uptime requirements do you have for document processing?,"Common targets: 99%, 99.5%, 99.9%, 99.95%, 99.99%","",SLA requirements drive architecture design
OPS-002,Operations & Support,RTO/RPO,What are your Recovery Time Objective (RTO) and Recovery Point Objective (RPO)?,"RTO: Maximum acceptable downtime, RPO: Maximum acceptable data loss","",Disaster recovery architecture requirements
OPS-003,Operations & Support,Support Coverage,What support coverage do you require?,"Options: Business hours (8x5), Extended (24x5), Full (24x7)","",Support staffing and cost planning
OPS-004,Operations & Support,Monitoring,What monitoring and alerting is required?,"Requirements: Processing metrics, Error notifications, Performance dashboards, CloudWatch alarms","",Operational visibility and incident response
OPS-005,Operations & Support,Workflow Processing,What happens to documents after data extraction?,"Describe downstream systems, approval workflows, and data routing","",Downstream processing and integration requirements
OPS-006,Operations & Support,Error Handling,How should processing errors and exceptions be handled?,"Options: Automatic retry, Manual review queue, Email notification, API callback","",Error handling and exception management
OPS-007,Operations & Support,Human Review,Do you need human-in-the-loop review capabilities?,"Options: Always required, Only for low confidence, Only for exceptions, Never needed","",Human review requirements (Amazon A2I integration)
OPS-008,Operations & Support,Quality Assurance,How will you handle cases where extraction accuracy is low?,"Options: Human review workflow (A2I), Confidence scoring, Automated rejection, Manual correction interface","",Quality assurance process design
OPS-009,Operations & Support,Notifications,What notifications or alerts do you need during processing?,"Examples: Processing complete, Errors detected, Low confidence results, SLA threshold exceeded","",Notification and alerting requirements
OPS-010,Operations & Support,Backup,What backup and disaster recovery procedures are required?,"Specify backup frequency, retention period, and recovery procedures","",Backup strategy and data protection
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this IDP project?,"Name, role, contact information","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for IDP implementation?,"List team members, roles, and time commitment (hours per week)","",Resource planning and project timeline feasibility
IMPL-003,Implementation Planning,AWS Experience,What is your team's experience with AWS AI/ML services?,"Experience levels: No experience, Basic knowledge, Intermediate, Advanced, Expert","",Training needs assessment and knowledge transfer requirements
IMPL-004,Implementation Planning,Migration Approach,What is your preferred migration approach?,"Options: Phased migration by document type, Pilot then scale, Big bang cutover, Parallel run","",Implementation strategy and risk mitigation
IMPL-005,Implementation Planning,Parallel Run,Do you require a parallel run period with existing systems?,"Specify duration if needed (e.g., 1 month, 3 months)","",Implementation timeline and validation approach
IMPL-006,Implementation Planning,Change Management,How will you handle the transition from manual to automated processing?,"Consider communication, training, and gradual rollout","",Change management and user adoption strategy
IMPL-007,Implementation Planning,Training Needs,What training will be needed for end users and administrators?,"Types: Admin training, End-user training, Train-the-trainer, Documentation","",Knowledge transfer scope and timeline
IMPL-008,Implementation Planning,Testing Requirements,What user acceptance testing (UAT) approach do you prefer?,"Options: Internal UAT, Pilot users, Full user group, Staged rollout","",Testing and validation requirements
IMPL-009,Implementation Planning,Approval Process,What approval processes are required for document processing changes?,"Describe change control, stakeholder approvals, and governance","",Change approval and governance requirements
IMPL-010,Implementation Planning,Vendor Requirements,What AWS AI/ML implementation experience do you expect from partners?,"Specify certifications, past projects, or specific expertise needed","",Partner selection criteria and requirements
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about implementing IDP?,"Consider: technology risk, organizational change, budget, timeline, vendor lock-in","",Primary implementation concerns and risk factors
RISK-002,Risk & Constraints,Failure Factors,What could cause this IDP project to fail?,"Consider: lack of executive support, poor data quality, insufficient resources, unclear requirements","",Failure mode analysis and mitigation planning
RISK-003,Risk & Constraints,Data Quality Risks,What are your concerns about data accuracy and quality?,"Consider: source document quality, validation requirements, error impact","",Data quality risks and validation requirements
RISK-004,Risk & Constraints,Technical Risks,What technical risks worry you most about AI/ML implementation?,"Consider: model accuracy, integration complexity, performance, maintenance","",Technical risk factors and mitigation strategies
RISK-005,Risk & Constraints,Dependencies,What external dependencies exist for this project?,"Examples: Third-party approvals, other projects, procurement timelines, vendor availability","",Project dependencies and critical path items
RISK-006,Risk & Constraints,Constraints,What constraints must the solution work within?,"Consider: budget limits, timeline, technology standards, regulatory, organizational policies","",Solution design boundaries and constraints
