Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
SEC-004,Security & Compliance,Artifact Scanning,Do you need vulnerability scanning for build artifacts?,"Container image scanning (Trivy, Anchore), dependency scanning (Snyk, WhiteSource)","",Security scanning integration and policy enforcement
SEC-005,Security & Compliance,Compliance Standards,What compliance standards must the CI/CD infrastructure meet?,"Common: SOC 2, ISO 27001, NIST 800-53, FedRAMP, PCI DSS (if building payment apps)","",Compliance controls and audit requirements
SEC-006,Security & Compliance,Audit Logging,What audit and logging requirements apply to build activity?,"Build logs, artifact downloads, configuration changes, user access. SIEM integration","",Audit trail and compliance reporting
SEC-007,Security & Compliance,SBOM,Do you need Software Bill of Materials (SBOM) generation?,"SBOM: Dependency inventory for security and compliance. SPDX or CycloneDX formats","",Supply chain security and SBOM requirements
OPS-001,Operations & Support,Availability,What uptime requirements do you have for CI/CD infrastructure?,"Common targets: 99% (business hours), 99.5% (extended), 99.9% (24x7). Outage blocks developer productivity","",Availability architecture and redundancy
OPS-002,Operations & Support,Backup,What backup requirements apply to build artifacts and configurations?,"Artifact repository backup (critical), CI/CD configuration backup (Jenkins jobs, GitLab CI configs)","",Backup strategy and disaster recovery
OPS-003,Operations & Support,Monitoring,What monitoring and alerting is required for CI/CD?,"Monitor: Build queue depth, Agent utilization, Build success rate, Artifact storage capacity, Jenkins health","",Operational visibility and alerting
OPS-004,Operations & Support,Maintenance Windows,What maintenance windows are acceptable for patching and upgrades?,"Weekend maintenance, quarterly platform upgrades, security patching SLA","",Change management and downtime coordination
OPS-005,Operations & Support,Support Coverage,What support coverage do you require for CI/CD infrastructure?,"Options: Business hours (8x5), Extended (24x5), 24x7 (for global teams)","",Support staffing and on-call requirements
OPS-006,Operations & Support,Capacity Planning,How will you manage capacity planning for build farm growth?,"Monitor agent utilization, queue times, and scale proactively (add nodes quarterly)","",Capacity management and budget planning
OPS-007,Operations & Support,Disaster Recovery,Do you need disaster recovery or geographic redundancy for CI/CD?,"DR: Backup site for extended outage, Geo redundancy for global teams (US + EU build farms)","",Business continuity and site distribution
IMPL-001,Implementation Planning,Migration Strategy,What is your preferred migration approach from cloud to on-prem?,"Options: Pilot project builds first, Phased by team, Parallel run (cloud + on-prem), Big bang cutover","",Implementation strategy and risk mitigation
IMPL-002,Implementation Planning,Pilot Projects,Which projects or teams will pilot on-prem CI/CD first?,"Pilot: Non-critical projects, DevOps team projects, or greenfield applications. 5-10 projects typical","",Pilot selection and feedback incorporation
IMPL-003,Implementation Planning,Phased Rollout,How will you phase migration across development teams?,"Phased: By team, by project criticality, by build complexity. Allows iterative learning","",Deployment schedule and change management
IMPL-004,Implementation Planning,Cloud Hybrid,Will you maintain hybrid cloud + on-prem CI/CD?,"Hybrid: Burst to cloud for peak demand, Use cloud for mobile builds (if no Mac hardware), On-prem for majority","",Hybrid architecture and cost optimization
IMPL-005,Implementation Planning,Training,What training will DevOps team need for on-prem CI/CD management?,"Training: Platform administration (Jenkins, GitLab), Artifact repository (Artifactory, Nexus), Infrastructure automation","",Knowledge transfer and skill development
IMPL-006,Implementation Planning,Runbooks,Do you need operational runbooks for CI/CD administration?,"Runbooks: Agent provisioning, Build troubleshooting, Artifact cleanup, Disaster recovery, Security patching","",Documentation requirements and knowledge transfer
COST-001,Cost Comparison,Cloud Costs,What are your current annual cloud CI/CD costs?,"Calculate: Runner minutes, artifact storage, egress fees. GitHub Actions $21/user/month baseline, AWS CodeBuild $0.005/min","",ROI baseline for cost comparison analysis
COST-002,Cost Comparison,Egress Fees,What artifact download egress fees do you incur?,"Cloud artifact egress: $0.09/GB (AWS S3), $0.12/GB (Azure), $0.12/GB (GCP). Large artifacts incur significant costs","",Hidden cloud costs that on-prem eliminates
COST-003,Cost Comparison,ROI Expectations,What ROI timeline and payback period are you targeting?,"On-prem CI/CD: 18-36 month payback typical vs cloud. Operational efficiency also delivers value","",Financial justification and approval thresholds
COST-004,Cost Comparison,OpEx vs CapEx,Do you have preferences or constraints around CapEx vs OpEx spending?,"On-prem: CapEx upfront, lower ongoing OpEx. Cloud: OpEx only. Consider budget approval processes","",Financial structuring and procurement approach
