Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-002,Technical Requirements,Network Environment,How many sites/locations need firewall protection?,"Count datacenter sites, branch offices, cloud environments","",Deployment scope and complexity
TECH-003,Technical Requirements,Network Environment,What is your current network bandwidth?,"Specify WAN bandwidth, datacenter bandwidth, internet circuits","",Throughput requirements
TECH-004,Technical Requirements,Firewall Requirements,What throughput do you require from next-gen firewalls?,"Specify firewall throughput, IPS throughput, SSL inspection throughput","",Performance requirements for sizing
TECH-005,Technical Requirements,Firewall Requirements,What security services do you need enabled?,"Services: IPS, Application control, SSL inspection, Content filtering, Malware detection, Sandboxing","",Security feature requirements
TECH-006,Technical Requirements,Firewall Requirements,Do you need advanced threat prevention capabilities?,"Options: SecIntel feeds, ATP Cloud, C2 blocking, Malware detection, GeoIP blocking","",Advanced security requirements
TECH-007,Technical Requirements,Firewall Requirements,What high availability requirements do you have?,"Options: Active/passive, Active/active, Cluster, Geographic redundancy","",HA architecture and failover requirements
TECH-008,Technical Requirements,Network Integration,Do you require SD-WAN capabilities?,"Specify: Branch connectivity, Application-based routing, Path selection, WAN optimization","",SD-WAN integration requirements
TECH-009,Technical Requirements,Network Integration,What routing protocols are required?,"Common protocols: BGP, OSPF, Static routes, Policy-based routing","",Routing integration requirements
TECH-010,Technical Requirements,Network Integration,Do you need VPN connectivity?,"Types: Site-to-site IPsec, Remote access SSL VPN, Cloud VPN (AWS Azure GCP)","",VPN requirements and remote access
TECH-011,Technical Requirements,Cloud Integration,What cloud environments need firewall integration?,"Cloud platforms: AWS, Azure, GCP, Oracle Cloud, None","",Multi-cloud security requirements
TECH-012,Technical Requirements,Cloud Integration,Do you need cloud-specific security features?,"Features: Cloud VPN, Cloud routing, Multi-cloud policies, Cloud visibility","",Cloud security integration needs
TECH-013,Technical Requirements,Management,How many firewalls will need centralized management?,"Count all SRX devices requiring policy management","",Management scope and complexity
TECH-014,Technical Requirements,Management,Do you need centralized policy management?,"Options: Junos Space Security Director, JSA, Mist WAN Assurance, CLI only","",Management platform requirements
TECH-015,Technical Requirements,Management,What automation capabilities do you require?,"Common needs: API integration, Configuration automation, Policy deployment, Change management","",Automation and orchestration requirements
TECH-016,Technical Requirements,Integration,What security tools need firewall integration?,"Common integrations: SIEM, NAC, Threat intelligence, Log management, SOC tools","",Security ecosystem integration
TECH-017,Technical Requirements,Integration,Do you use network monitoring tools?,"Tools: SolarWinds, PRTG, NetFlow collectors, SNMP management, APM tools","",Monitoring and visibility requirements
SEC-001,Security & Compliance,Security Policies,How many firewall policies/rules do you currently manage?,"Typical ranges: 1-100, 101-500, 501-1000, 1000+","",Policy complexity assessment
SEC-002,Security & Compliance,Security Policies,How often do security policies change?,"Options: Daily, Weekly, Monthly, Quarterly, Annually","",Change management and automation needs
SEC-003,Security & Compliance,Compliance Standards,What compliance frameworks must the firewall support?,"Common standards: PCI DSS, HIPAA, SOC 2, ISO 27001, NIST, FedRAMP","",Compliance controls and audit requirements
SEC-004,Security & Compliance,Compliance Standards,Do you require specific security certifications?,"Certifications: Common Criteria, FIPS 140-2, IPv6 Ready, ICSA, USGv6","",Certification requirements for procurement
SEC-005,Security & Compliance,Logging,What logging and audit requirements do you have?,"Requirements: Syslog, SIEM integration, Session logs, Policy logs, Threat logs","",Log management and compliance
SEC-006,Security & Compliance,Threat Detection,What threat detection capabilities do you need?,"Capabilities: IPS signatures, Malware detection, Botnet detection, C2 blocking, Zero-day protection","",Threat prevention requirements
SEC-007,Security & Compliance,Data Protection,Do you require SSL/TLS inspection?,"Specify: Inbound SSL, Outbound SSL, Certificate management, Performance impact","",SSL inspection scope and requirements
SEC-008,Security & Compliance,Network Segmentation,What network segmentation do you require?,"Describe security zones, DMZ, trust/untrust, internal segments","",Zone architecture and segmentation
OPS-001,Operations & Support,Availability,What uptime requirements do you have for firewall services?,"Common targets: 99%, 99.5%, 99.9%, 99.95%, 99.99%","",SLA requirements drive HA architecture
OPS-002,Operations & Support,RTO/RPO,What are your Recovery Time Objective (RTO) and Recovery Point Objective (RPO)?,"RTO: Maximum acceptable downtime, RPO: Maximum acceptable data loss","",Disaster recovery architecture requirements
OPS-003,Operations & Support,Support Coverage,What support coverage do you require?,"Options: Business hours (8x5), Extended (24x5), Full JTAC (24x7)","",Support staffing and cost planning
OPS-004,Operations & Support,Monitoring,What monitoring and alerting is required?,"Requirements: Performance metrics, Security events, Bandwidth utilization, Health monitoring","",Operational visibility and incident response
OPS-005,Operations & Support,Maintenance,What is your maintenance window for firewall changes?,"Specify allowed maintenance windows and change approval process","",Change management procedures
OPS-006,Operations & Support,Documentation,What documentation do you require?,"Types: As-built diagrams, Configuration guides, Runbooks, Security policies, Disaster recovery procedures","",Documentation deliverables
OPS-007,Operations & Support,Training,What training will be needed for firewall administrators?,"Types: SRX administration, Junos OS, Security Director, Troubleshooting, Best practices","",Knowledge transfer scope and timeline
OPS-008,Operations & Support,Backup,What backup and configuration management procedures are required?,"Specify backup frequency, retention period, and recovery procedures","",Backup strategy and configuration management
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this firewall project?,"Name, role, contact information","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for firewall implementation?,"List team members, roles, and time commitment (hours per week)","",Resource planning and project timeline feasibility
IMPL-003,Implementation Planning,Juniper Experience,What is your team's experience with Juniper firewalls?,"Experience levels: No experience, Basic knowledge, Intermediate, Advanced, Expert","",Training needs assessment and knowledge transfer requirements
IMPL-004,Implementation Planning,Migration Approach,What is your preferred migration approach?,"Options: Phased by site, Pilot then rollout, Big bang cutover, Parallel run","",Implementation strategy and risk mitigation
IMPL-005,Implementation Planning,Parallel Run,Do you require a parallel run period with existing firewalls?,"Specify duration if needed (e.g., 1 month, 3 months)","",Implementation timeline and validation approach
IMPL-006,Implementation Planning,Cutover Strategy,What is your preferred cutover strategy?,"Options: Off-hours cutover, Maintenance window, Phased traffic migration, Blue/green deployment","",Cutover planning and business continuity
IMPL-007,Implementation Planning,Testing Requirements,What testing approach do you require?,"Types: Lab validation, Pilot deployment, Production testing, Load testing, Failover testing","",Testing and validation requirements
IMPL-008,Implementation Planning,Acceptance Criteria,What are the acceptance criteria for go-live?,"Define: Performance benchmarks, Security validation, HA testing, Integration validation","",Project acceptance and sign-off criteria
IMPL-009,Implementation Planning,Policy Migration,How will existing firewall policies be migrated?,"Options: Manual recreation, Automated migration tools, Hybrid approach, Policy optimization","",Policy migration strategy and complexity
IMPL-010,Implementation Planning,Vendor Requirements,What Juniper implementation experience do you expect from partners?,"Specify certifications (JNCIA-SEC JNCIS-SEC JNCIP-SEC), past projects, expertise","",Partner selection criteria and requirements
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about firewall migration?,"Consider: Downtime risk, Security gaps, Performance issues, Policy errors, Budget overruns","",Primary implementation concerns and risk factors
RISK-002,Risk & Constraints,Failure Factors,What could cause this firewall project to fail?,"Consider: Inadequate testing, Resource constraints, Policy complexity, Integration issues, Timeline pressure","",Failure mode analysis and mitigation planning
RISK-003,Risk & Constraints,Business Impact,What is the business impact of firewall downtime?,"Consider: Revenue loss, Productivity impact, Customer impact, Compliance violations","",Business continuity and risk assessment
RISK-004,Risk & Constraints,Technical Risks,What technical risks worry you most about firewall migration?,"Consider: Compatibility issues, Performance degradation, Security gaps, Configuration errors","",Technical risk factors and mitigation strategies
RISK-005,Risk & Constraints,Dependencies,What external dependencies exist for this project?,"Examples: Network upgrades, Third-party approvals, Vendor coordination, Security audits","",Project dependencies and critical path items
RISK-006,Risk & Constraints,Constraints,What constraints must the solution work within?,"Consider: Budget limits, Timeline, Technology standards, Compliance, Change control processes","",Solution design boundaries and constraints
