Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-020,Technical Requirements,Backup Performance,What backup window and throughput requirements apply?,"Enterprise backup: Complete within 4-8 hour window. Consider Changed Block Tracking (CBT) for incrementals","",Backup target sizing and network capacity
SEC-001,Security & Compliance,Data Classification,What is the highest data classification for enterprise applications?,"Levels: Public, Internal, Confidential, Restricted, PII/PHI, PCI cardholder data, CUI/ITAR","",Determines encryption and access control requirements
SEC-002,Security & Compliance,Encryption,Do you require encryption at rest for mission-critical data?,"vSAN encryption with external KMS required for compliance (FIPS 140-2 validated)","",Security architecture and key management
SEC-003,Security & Compliance,Key Management,What key management solution will you use for vSAN encryption?,"Options: VMware vCenter Native KMS, HashiCorp Vault Enterprise, Thales CipherTrust Manager, AWS CloudHSM (hybrid)","",KMS integration and HA requirements
SEC-004,Security & Compliance,Compliance Standards,What compliance standards must the enterprise infrastructure meet?,"Common: SOC 2 Type II, ISO 27001, HIPAA, PCI DSS Level 1, FedRAMP High, NIST 800-53, GDPR, CMMC Level 3","",Compliance controls and audit requirements
SEC-005,Security & Compliance,Micro-Segmentation,Do you need application-level micro-segmentation for zero-trust?,"NSX-T micro-segmentation enables granular firewall policies between database tiers","",NSX deployment and security policy design
SEC-006,Security & Compliance,Intrusion Detection,Do you need distributed IDS/IPS for East-West traffic?,"NSX Distributed IDS/IPS inspects lateral movement and threats between VMs","",Security architecture and NSX services
SEC-007,Security & Compliance,STIG Compliance,Do you require DISA STIG compliance for government workloads?,"VMware provides STIG hardening guides. VxRail supports STIG-compliant ESXi configuration","",Government compliance and hardening requirements
SEC-008,Security & Compliance,Audit Logging,What audit and logging requirements do you have for compliance?,"Requirements: vCenter audit logs, ESXi shell access logs, vSAN health logs, Configuration change tracking, Integration with SIEM","",Audit trail and compliance reporting needs
HA-001,High Availability & DR,Availability SLA,What uptime SLA must you guarantee for mission-critical applications?,"Enterprise SLA: 99.99% (52 min downtime/year), 99.995% (26 min/year). Requires FTT=2 and redundant infrastructure","",HA architecture and SLA contractual obligations
HA-002,High Availability & DR,Planned Downtime,Can you tolerate planned downtime for maintenance?,"vSAN and vSphere support rolling updates with zero downtime. VxRail Lifecycle Manager automates patching","",Maintenance windows and change management
HA-003,High Availability & DR,Fault Domains,Do you need vSAN fault domains for rack-level failure protection?,"Fault domains: Protect against entire rack failure (power, network, cooling). Requires 3+ fault domains","",Physical distribution and rack diversity
HA-004,High Availability & DR,DR Site,Do you have a secondary data center for disaster recovery?,"DR site enables business continuity. Distance and latency affect replication technology choice","",Geographic DR and site-to-site connectivity
HA-005,High Availability & DR,DR Failover,What DR failover approach do you require?,"Options: Manual failover (RPO hours), Automated failover with SRM (RPO <15 min), Synchronous stretched cluster (RPO zero)","",DR automation and testing procedures
HA-006,High Availability & DR,DR Testing,How frequently do you test disaster recovery failover?,"Compliance often requires quarterly or annual DR tests. SRM enables non-disruptive testing","",DR testing and compliance validation
HA-007,High Availability & DR,Multi-Site Replication,Do you need replication between 3+ sites?,"Multi-site enables: DR to secondary, backup to tertiary. RecoverPoint for VMs supports many-to-many","",Complex replication topology and orchestration
HA-008,High Availability & DR,Application HA,What application-level HA do you use?,"Application clusters: Oracle RAC, SQL Always-On, Kubernetes, Pacemaker/Corosync. Complements infrastructure HA","",Application and infrastructure HA coordination
OPS-001,Operations & Support,Management Platform,What centralized management platform do you use?,"Options: vRealize Operations (vROps), vRealize Suite, Third-party (SolarWinds, PRTG), Dell OpenManage Enterprise","",Monitoring integration and alerting strategy
OPS-002,Operations & Support,Monitoring Requirements,What monitoring and alerting is required for mission-critical infrastructure?,"Enterprise monitoring: Real-time dashboards, Predictive analytics, Capacity planning, Performance anomaly detection","",Operational visibility and proactive management
OPS-003,Operations & Support,Automation,Do you use infrastructure automation or orchestration?,"Tools: Ansible Tower, Terraform Enterprise, VMware vRealize Automation, PowerCLI scripts","",Automation integration and API requirements
OPS-004,Operations & Support,ITSM Integration,What ITSM platform do you use for ticketing?,"Common: ServiceNow, BMC Remedy, Jira Service Management. Integration for automated incident creation","",ITSM integration and workflow automation
OPS-005,Operations & Support,Support Coverage,What Dell support coverage do you require for mission-critical?,"Mission Critical Services: 2-hour response 24x7 with on-site parts. ProSupport Plus: 4-hour response","",Support SLA and cost tradeoff for Tier 1 apps
OPS-006,Operations & Support,Escalation,Do you need dedicated technical account manager (TAM)?,"TAM provides proactive support, quarterly reviews, escalation management for enterprise customers","",Enterprise support and relationship management
OPS-007,Operations & Support,Capacity Planning,How do you manage capacity planning for growth?,"vRealize Operations provides capacity planning and what-if analysis. Plan 18-24 months ahead for CapEx","",Capacity management and budget planning
OPS-008,Operations & Support,Performance Management,What performance management processes are in place?,"Database performance monitoring: Real-time query analysis, Storage I/O profiling, CPU/memory trending","",Performance optimization and tuning procedures
OPS-009,Operations & Support,Runbooks,Do you need operational runbooks for VxRail enterprise operations?,"Enterprise runbooks: Incident response, Escalation procedures, Disaster recovery, Change management, Compliance audits","",Documentation requirements and knowledge transfer
OPS-010,Operations & Support,24x7 Operations,Do you have 24x7 operations staff for monitoring?,"24x7 NOC: Proactive monitoring and incident response. Automation reduces staffing needs","",Operational model and staffing requirements
IMPL-001,Implementation Planning,Deployment Size,What is the planned VxRail deployment size?,"Typical enterprise: 8-12 node pilot, 24-32 node production. Staged deployment reduces risk","",Phased deployment and pilot approach
IMPL-002,Implementation Planning,Pilot Workloads,What pilot workloads will you use to validate VxRail enterprise platform?,"Non-production databases, development environments, or lower-tier applications for validation","",Pilot selection and risk mitigation
IMPL-003,Implementation Planning,Migration Timeline,What is your timeline for migrating mission-critical workloads?,"Phased migration: Pilot 1-2 months, production tiers 3-6 months. Oracle RAC requires careful planning","",Migration scheduling and business impact
IMPL-004,Implementation Planning,Database Migration,What database migration approach will you use?,"Options: vMotion (VMware-to-VMware zero downtime), Storage vMotion, Backup/restore, Oracle Data Guard failover","",Database migration tools and downtime windows
IMPL-005,Implementation Planning,Downtime Windows,What maintenance windows are acceptable for Tier 1 migrations?,"Mission-critical: Minimal or zero downtime required. Use vMotion or application-level HA for cutover","",Migration scheduling and business constraints
IMPL-006,Implementation Planning,Training Needs,What training is required for VxRail enterprise administration?,"Advanced training: vSAN specialist, NSX professional, vRealize Operations, VxRail lifecycle management","",Knowledge transfer scope and certification paths
IMPL-007,Implementation Planning,Professional Services,Do you need Dell ProDeploy Enterprise Services?,"ProDeploy Enterprise: Architecture design, installation, migration services, knowledge transfer","",Dell professional services and engagement scope
IMPL-008,Implementation Planning,Performance Validation,What performance testing is required before production go-live?,"Database benchmarks: TPC-C equivalent, Oracle SLOB, SQL Server DiskSpd, SAP HANA certification tests","",Acceptance criteria and performance validation
RISK-001,Risk & Constraints,Complexity,What concerns do you have about enterprise HCI complexity?,"VxRail simplifies operations but still requires VMware expertise. Training and support critical","",Skill development and change management
RISK-002,Risk & Constraints,Migration Risk,What could cause mission-critical migration to fail?,"Database migration risks: Performance degradation, Compatibility issues, Downtime overruns, Data corruption","",Risk mitigation and rollback planning
RISK-003,Risk & Constraints,Performance Risk,How will you validate performance meets Tier 1 SLAs?,"Pilot testing, benchmarking, and gradual production cutover validate performance before full commitment","",Performance acceptance and SLA validation
COST-001,Cost Comparison,Legacy Costs,What are your current enterprise SAN and server costs?,"Include: EMC/NetApp maintenance, server support, power, rack space, admin labor for enterprise storage","",ROI baseline for cost comparison analysis
COST-002,Cost Comparison,SAN Refresh,What would legacy SAN refresh cost vs VxRail HCI?,"Enterprise SAN refresh: $1M-$3M for equivalent capacity. Compare to VxRail all-inclusive model","",Alternative investment and TCO comparison
COST-003,Cost Comparison,ROI Expectations,What ROI timeline and payback period are you targeting for enterprise HCI?,"Enterprise HCI TCO benefits: 18-36 month payback typical. Operational simplification delivers ongoing value","",Financial justification and approval thresholds
