#WIDTH: 45,14,30,30,30,45,8,12,27,14,14,12,30,12
#ALIGN: left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
vmware.esxi_version,VMware,8.0 U2,8.0 U2,8.0 U2,VMware ESXi hypervisor version,Yes,String,Valid ESXi version,Public,VMware Team,,Hypervisor compatibility,2025-12-03
vmware.vsan_version,VMware,8.0 U2,8.0 U2,8.0 U2,VMware vSAN version,Yes,String,Valid vSAN version,Public,VMware Team,,HCI storage layer,2025-12-03
vmware.srm_enabled,VMware,true,false,true,Enable VMware Site Recovery Manager,Yes,Boolean,true|false,Public,DR Team,,Orchestrated failover,2025-12-03
vmware.srm_version,VMware,8.7,n/a,8.7,VMware SRM version,No,String,Valid SRM version,Public,DR Team,,RecoverPoint integration,2025-12-03
database.oracle_rac_nodes,Database,4,2,4,Number of Oracle RAC nodes,No,Integer,2-8,Public,DBA Team,,RAC on vSAN certified,2025-12-03
database.sql_always_on_nodes,Database,3,2,3,Number of SQL Always-On nodes,No,Integer,2-5,Public,DBA Team,,Synchronous replication,2025-12-03
database.sap_hana_memory_gb,Database,1024,512,1024,SAP HANA memory allocation,No,Integer,256-2048,Public,DBA Team,,Certified configuration,2025-12-03
idrac.version,Dell Management,iDRAC9,iDRAC9,iDRAC9,iDRAC out-of-band management version,Yes,String,Valid iDRAC version,Public,Infrastructure,,Enterprise license,2025-12-03
idrac.enterprise_license,Dell Management,true,true,true,iDRAC Enterprise license enabled,Yes,Boolean,true|false,Confidential,Infrastructure,,Full feature set,2025-12-03
openmanage.version,Dell Management,4.0.1,4.0.1,4.0.1,OpenManage Enterprise version,Yes,String,Valid OME version,Public,Dell Team,,Latest stable release,2025-12-03
security.tpm_version,Security,TPM 2.0,TPM 2.0,TPM 2.0,Trusted Platform Module version,Yes,String,TPM 1.2|TPM 2.0,Public,Security Team,,Secure boot foundation,2025-12-03
security.secure_boot_enabled,Security,true,true,true,UEFI Secure Boot configuration,Yes,Boolean,true|false,Public,Security Team,,Prevent unauthorized boot,2025-12-03
security.encryption_at_rest,Security,enabled,disabled,enabled,Data encryption at rest,Yes,String,enabled|disabled,Confidential,Security Team,,Hardware-accelerated encryption,2025-12-03
security.encryption_in_transit,Security,enabled,enabled,enabled,Data encryption in transit,Yes,String,enabled|disabled,Confidential,Security Team,,TLS for all communications,2025-12-03
backup.solution,Operations,Dell PowerProtect Data Manager,Dell PowerProtect Data Manager,Dell PowerProtect Data Manager,Primary backup solution,Yes,String,Valid backup platform,Public,Backup Team,,Dell integrated backup,2025-12-03
monitoring.solution,Monitoring,Dell CloudIQ,Dell CloudIQ,Dell CloudIQ,Primary monitoring platform,Yes,String,Valid monitoring tool,Public,Monitoring Team,,AI-driven insights,2025-12-03
support.prosupport_level,Support,Mission Critical,ProSupport,Mission Critical,Dell ProSupport tier,Yes,String,Basic|ProSupport|Mission Critical,Confidential,Support Team,,24x7 with 2-hour response,2025-12-03
dr.enabled,DR,true,false,true,Disaster recovery configuration,Yes,Boolean,true|false,Public,DR Team,,Business continuity,2025-12-03
dr.rpo_minutes,DR,5,n/a,5,Recovery Point Objective in minutes,No,Integer,1-60,Public,DR Team,,Near-synchronous replication,2025-12-03
dr.rto_minutes,DR,15,n/a,15,Recovery Time Objective in minutes,No,Integer,5-120,Public,DR Team,,Automated failover,2025-12-03
dr.purpose,DR,primary,lab,standby,Site purpose designation,Yes,String,primary|lab|standby,Public,Operations,,DR role,2025-12-03
dr.failover_mode,DR,automatic,n/a,automatic,Failover mode,Yes,String,manual|automatic,Public,Operations,,SRM automated failover,2025-12-03
operations.lifecycle_management,Operations,automated,manual,automated,Lifecycle management mode,Yes,String,automated|manual,Public,Operations,,VxRail LCM automation,2025-12-03
operations.maintenance_window,Operations,Sunday 02:00-06:00 UTC,Saturday 02:00-06:00 UTC,Sunday 02:00-06:00 UTC,Weekly maintenance window,Yes,String,Valid time range,Public,Operations,,Minimal business impact,2025-12-03
