Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
saml.enabled,Cloud Integration,true,true,true,Enable SAML Identity Provider,Yes,Boolean,true|false,Public,Security Team,Cloud SSO,M365 and AWS integration,[DATE]
saml.entity_id,Cloud Integration,https://safeid.company.com,https://safeid-test.company.com,https://safeid-dr.company.com,SAML IdP entity identifier,Yes,String,Valid URI,Public,Security Team,SAML configuration,Unique IdP identifier per environment,[DATE]
saml.certificate.key_size,Cloud Integration,4096,2048,4096,SAML signing certificate key size,Yes,Integer,2048|4096,Public,Security Team,Certificate generation,Production/DR use 4096; test uses 2048,[DATE]
saml.certificate.validity_days,Cloud Integration,730,365,730,SAML certificate validity in days,Yes,Integer,365-1095,Public,Security Team,Certificate lifecycle,2 years production; 1 year test,[DATE]
saml.certificate.algorithm,Cloud Integration,SHA256,SHA256,SHA256,SAML certificate signing algorithm,Yes,String,SHA256|SHA384|SHA512,Public,Security Team,Certificate security,Industry standard,[DATE]
cloud.microsoft365.tenant_id,Cloud Integration,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,Microsoft 365 tenant ID,Yes,String,Valid GUID,Confidential,Cloud Team,M365 configuration,Azure AD tenant identifier,[DATE]
cloud.aws.account_id,Cloud Integration,000000000000,000000000000,000000000000,AWS account ID for federation,Yes,String,12-digit account,Confidential,Cloud Team,AWS configuration,IAM Identity Center account,[DATE]
compliance.audit.retention_days,Compliance,1095,90,1095,Audit log retention in days,Yes,Integer,365-1825,Public,Security Team,Compliance requirements,Production/DR 3 years; test 90 days,[DATE]
compliance.cmmc.level,Compliance,Level 2,Level 2,Level 2,Target CMMC compliance level,Yes,String,Level 1|Level 2|Level 3,Public,Security Team,Compliance scope,DoD contract requirement,[DATE]
compliance.audit.siem_integration,Compliance,true,false,true,Enable SIEM integration for audit logs,Yes,Boolean,true|false,Public,Security Team,SIEM platform,Production/DR integrate; test standalone,[DATE]
users.enrollment.portal_url,User Experience,https://enroll.company.com,https://enroll-test.company.com,https://enroll-dr.company.com,Self-service enrollment portal URL,Yes,String,Valid HTTPS URL,Public,Security Team,DNS and certificate,User-facing enrollment per environment,[DATE]
users.enrollment.session_timeout,User Experience,300,300,300,Enrollment session timeout in seconds,Yes,Integer,120-600,Public,Security Team,Session security,5-minute timeout,[DATE]
operations.helpdesk.portal_url,Operations,https://helpdesk.company.com,https://helpdesk-test.company.com,https://helpdesk-dr.company.com,Help desk token management portal,Yes,String,Valid HTTPS URL,Public,IT Security,DNS and certificate,Token recovery and management,[DATE]
operations.helpdesk.temp_token_validity,Operations,24,24,24,Temporary token validity in hours,Yes,Integer,1-72,Public,IT Security,Recovery process,24-hour temp access,[DATE]
safeid.ha.enabled,Operations,true,false,true,Enable automatic HA failover,Yes,Boolean,true|false,Public,Security Team,HA configuration,Production/DR use HA; test standalone,[DATE]
safeid.ha.failover_automatic,Operations,true,false,true,Enable automatic failover on failure,Yes,Boolean,true|false,Public,Security Team,HA configuration,Automatic failover in production/DR,[DATE]
safeid.ha.sync_interval,Operations,30,60,30,HA synchronization interval in seconds,Yes,Integer,10-300,Public,Security Team,HA replication,Faster sync in production/DR,[DATE]
operations.backup.enabled,Operations,true,true,true,Enable automated backups,Yes,Boolean,true|false,Public,IT Operations,Backup infrastructure,All environments backup enabled,[DATE]
operations.backup.schedule,Operations,Daily 02:00,Daily 03:00,Daily 02:00,Database backup schedule,Yes,String,Valid cron expression,Public,IT Operations,Backup infrastructure,Daily backups with offset for test,[DATE]
operations.backup.retention_days,Operations,30,7,30,Backup retention period in days,Yes,Integer,7-365,Public,IT Operations,Storage capacity,Production/DR 30 days; test 7 days,[DATE]
operations.backup.destination,Operations,/backup/safeid,/backup/safeid,/backup/safeid,Backup destination directory,Yes,String,Valid path,Public,IT Operations,Storage mount,Shared backup location,[DATE]
operations.backup.include_database,Operations,true,true,true,Include database in backups,Yes,Boolean,true|false,Public,IT Operations,Database access,Full database backup,[DATE]
operations.backup.include_config,Operations,true,true,true,Include configuration files in backups,Yes,Boolean,true|false,Public,IT Operations,Config files,Configuration backup,[DATE]
operations.monitoring.snmp_enabled,Operations,true,false,true,Enable SNMP monitoring,Yes,Boolean,true|false,Public,Network Team,Monitoring platform,Production/DR monitored; test optional,[DATE]
operations.monitoring.health_check_interval,Operations,60,120,60,Health check interval in seconds,Yes,Integer,30-300,Public,IT Operations,Monitoring system,Production/DR more frequent,[DATE]
security.tls.min_version,Security,1.2,1.2,1.2,Minimum TLS version,Yes,String,1.2|1.3,Public,Security Team,TLS configuration,Industry standard minimum,[DATE]
security.tls.ciphers,Security,HIGH:!aNULL:!MD5,HIGH:!aNULL:!MD5,HIGH:!aNULL:!MD5,Allowed TLS cipher suites,Yes,String,Valid cipher string,Public,Security Team,TLS configuration,Strong ciphers only,[DATE]
performance.validation_timeout,Performance,30,30,30,Token validation timeout in seconds,Yes,Integer,10-60,Public,Security Team,User experience,Balance security and UX,[DATE]
performance.max_concurrent_validations,Performance,1000,100,1000,Maximum concurrent token validations,Yes,Integer,10-10000,Public,Security Team,System capacity,Production/DR high capacity,[DATE]
performance.max_sessions,Performance,5000,500,5000,Maximum concurrent user sessions,Yes,Integer,100-10000,Public,Security Team,System resources,Production/DR high capacity,[DATE]
performance.session_timeout,Performance,3600,3600,3600,User session timeout in seconds,Yes,Integer,900-7200,Public,Security Team,Security vs UX,1-hour timeout,[DATE]
