#WIDTH:  45,14,30,30,30,45,8,12,27,14,14,12,30,12
#ALIGN:  left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
monitoring.prometheus_server_ip,Monitoring,10.100.0.40,10.110.0.40,10.120.0.40,Prometheus server IP,Yes,String,Valid IPv4,Confidential,Operations,Network connectivity,Metrics aggregation,2025-12-04
monitoring.grafana_enabled,Monitoring,true,true,true,Enable Grafana dashboards,Yes,Boolean,true|false,Public,Operations,Visualization,Pre-built dashboards,2025-12-04
monitoring.grafana_server_ip,Monitoring,10.100.0.41,10.110.0.41,10.120.0.41,Grafana server IP,Yes,String,Valid IPv4,Confidential,Operations,Network connectivity,Dashboard server,2025-12-04
monitoring.dcgm_exporter_enabled,Monitoring,true,true,true,Enable NVIDIA DCGM metrics export,Yes,Boolean,true|false,Public,Operations,GPU monitoring,Real-time metrics,2025-12-04
monitoring.gpu_util_alert_threshold,Monitoring,95,90,95,GPU utilization alert threshold %,Yes,Integer,80-99,Public,Operations,Resource optimization,High util alert,2025-12-04
monitoring.gpu_temp_alert_threshold,Monitoring,83,80,83,GPU temperature alert threshold C,Yes,Integer,75-85,Public,Operations,Thermal management,Throttle prevention,2025-12-04
monitoring.gpu_memory_alert_threshold,Monitoring,95,90,95,GPU memory usage alert threshold %,Yes,Integer,80-99,Public,Operations,Memory management,OOM prevention,2025-12-04
monitoring.syslog_server,Monitoring,10.100.0.42,10.110.0.42,10.120.0.42,Centralized syslog server IP,Yes,String,Valid IPv4,Confidential,Operations,Log aggregation,Central logging,2025-12-04
monitoring.syslog_port,Monitoring,514,514,514,Syslog UDP port,Yes,Integer,1-65535,Public,Operations,Firewall rules,Standard syslog port,2025-12-04
security.ldap_enabled,Security,true,true,true,Enable LDAP user authentication,Yes,Boolean,true|false,Confidential,Security Team,User management,Central auth,2025-12-04
security.ldap_server_primary,Security,10.100.2.10,10.110.2.10,10.120.2.10,Primary LDAP server IP,Yes,String,Valid IPv4,Confidential,Security Team,Network connectivity,AD integration,2025-12-04
security.ldap_server_secondary,Security,10.100.2.11,10.110.2.11,10.120.2.11,Secondary LDAP server IP,No,String,Valid IPv4,Confidential,Security Team,Network connectivity,LDAP failover,2025-12-04
security.ldap_base_dn,Security,"DC=client,DC=local","DC=test,DC=local","DC=client,DC=local",LDAP base distinguished name,Yes,String,Valid DN format,Confidential,Security Team,integrations.ldap,Organization unit,2025-12-04
security.ldap_bind_user,Security,svc_gpu_ldap,svc_gpu_ldap_test,svc_gpu_ldap_dr,LDAP bind username,Yes,String,Valid username,Confidential,Security Team,AD account,Service account,2025-12-04
security.ldap_bind_password,Security,[vault:ldap_bind_password_prod],[vault:ldap_bind_password_test],[vault:ldap_bind_password_dr],LDAP bind password,Yes,String,Min 12 characters,Secret,Security Team,,Stored in Ansible Vault,2025-12-04
security.ssh_key_auth_only,Security,true,true,true,Enforce SSH key authentication only,Yes,Boolean,true|false,Public,Security Team,Secure access,Disable passwords,2025-12-04
security.firewall_enabled,Security,true,false,true,Enable host-based firewall,Yes,Boolean,true|false,Public,Security Team,Network security,UFW/iptables,2025-12-04
security.root_ssh_enabled,Security,false,true,false,Allow root SSH login,Yes,Boolean,true|false,Public,Security Team,Security hardening,Disable for production,2025-12-04
operations.backup_enabled,Operations,true,true,true,Enable automated backups,Yes,Boolean,true|false,Public,Operations,Data protection,Config and data backup,2025-12-04
operations.backup_retention_days,Operations,30,14,30,Backup retention period in days,Yes,Integer,7-365,Public,Operations,Storage capacity,Compliance req,2025-12-04
operations.backup_schedule,Operations,0 2 * * *,0 3 * * *,0 2 * * *,Daily backup schedule (cron),Yes,String,Valid cron expression,Public,Operations,Backup strategy,2 AM UTC,2025-12-04
operations.maintenance_window,Operations,Sunday 02:00-06:00 UTC,Sunday 02:00-06:00 UTC,Sunday 02:00-06:00 UTC,Weekly maintenance window,Yes,String,Valid time range,Public,Operations,Minimal disruption,Low-usage period,2025-12-04
operations.ntp_server_primary,Operations,10.100.4.10,10.110.4.10,10.120.4.10,Primary NTP server IP,Yes,String,Valid IPv4,Confidential,Operations,Time sync,Critical for distributed,2025-12-04
operations.ntp_server_secondary,Operations,10.100.4.11,10.110.4.11,10.120.4.11,Secondary NTP server IP,No,String,Valid IPv4,Confidential,Operations,Time sync,NTP failover,2025-12-04
operations.dns_server_primary,Operations,10.100.5.10,10.110.5.10,10.120.5.10,Primary DNS server IP,Yes,String,Valid IPv4,Confidential,Operations,Name resolution,Internal DNS,2025-12-04
operations.dns_server_secondary,Operations,10.100.5.11,10.110.5.11,10.120.5.11,Secondary DNS server IP,No,String,Valid IPv4,Confidential,Operations,Name resolution,DNS failover,2025-12-04
support.nvidia_support_level,Support,Enterprise,Enterprise,Enterprise,NVIDIA support contract level,Yes,String,Enterprise|Priority,Confidential,Support Team,Critical workloads,24x7 support,2025-12-04
support.support_response_sla_hr,Support,4,8,4,Critical issue response SLA in hours,Yes,Integer,4-24,Public,Support Team,Incident response,Hardware issues,2025-12-04
support.support_email,Support,gpu-support@client.local,gpu-support@client.local,gpu-support@client.local,Support notification email,Yes,String,Valid email,Confidential,Support Team,Alert notifications,NOC distribution,2025-12-04
dr.enabled,DR,true,false,true,Disaster recovery enabled,Yes,Boolean,true|false,Public,DR Team,Business continuity,Phase 2 option,2025-12-04
dr.replication_enabled,DR,true,false,true,Enable cross-site replication,Yes,Boolean,true|false,Public,DR Team,Data protection,Storage replication,2025-12-04
dr.rpo_hours,DR,24,48,24,Recovery Point Objective in hours,Yes,Integer,1-48,Public,DR Team,Data loss tolerance,Target RPO,2025-12-04
dr.rto_hours,DR,4,8,4,Recovery Time Objective in hours,Yes,Integer,1-24,Public,DR Team,Recovery time,Target RTO,2025-12-04
