Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-013,Technical Requirements,Run Frequency,How frequently will Terraform runs execute?,"Patterns: On-demand manual runs, Scheduled nightly/weekly, Triggered by VCS commits, Continuous (on every PR), Event-driven (webhooks)","",Run patterns and queue management needs
TECH-014,Technical Requirements,Performance,What are your infrastructure provisioning performance requirements?,"Specify: Maximum acceptable plan duration, Maximum acceptable apply duration, Workspace run queue tolerance","",Performance targets for infrastructure sizing
TECH-015,Technical Requirements,Providers,Do you use custom or private Terraform providers?,"Options: Public providers only (AWS Azure GCP), Private providers (internal APIs), Custom-developed providers, Mix of public and private","",Custom provider management requirements
SEC-001,Security & Compliance,Data Classification,What is the security classification of your infrastructure code?,"Levels: Public, Internal, Confidential, Restricted","",Determines encryption and access control requirements
SEC-002,Security & Compliance,Sensitive Data,What sensitive data is in Terraform configurations?,"Sensitive data: Cloud credentials, Database passwords, API keys, Application secrets, Certificate private keys, Customer data","",Secrets management and Vault integration needs
SEC-003,Security & Compliance,Compliance Standards,What compliance standards must Terraform Enterprise meet?,"Common standards: SOC 2 Type II, ISO 27001, PCI DSS, HIPAA, FedRAMP, GDPR, NIST Cybersecurity Framework, CIS Benchmarks","",Compliance controls and audit requirements
SEC-004,Security & Compliance,Encryption,What encryption requirements apply?,"Requirements: State encryption at rest (AES-256), State encryption in transit (TLS 1.2+), Encrypted backups, Customer-managed keys (CMK)","",Security architecture and key management
SEC-005,Security & Compliance,Access Control,What authentication and authorization requirements apply?,"Options: SSO (SAML/OIDC), MFA required, RBAC with team-based permissions, Active Directory/LDAP, Service account management, Just-in-time access","",Identity and access management requirements
SEC-006,Security & Compliance,Audit Logging,What audit and logging requirements do you have?,"Requirements: All Terraform runs logged, Plan/apply approval audit trail, State access logs, Policy evaluation logs, SIEM integration (Splunk Datadog)","",Audit trail and compliance reporting needs
SEC-007,Security & Compliance,Secrets Management,How do you manage secrets for Terraform runs?,"Options: Environment variables, HashiCorp Vault integration, Cloud secrets managers (AWS Secrets Manager Azure Key Vault), Hardcoded (insecure), Not yet determined","",Secrets and credentials management approach
SEC-008,Security & Compliance,Network Security,What network security controls are required?,"Controls: Private network deployment only, VPN access required, IP whitelisting, Network segmentation, TLS mutual authentication, Certificate management","",Network security architecture requirements
SEC-009,Security & Compliance,Code Scanning,Do you require security scanning of Terraform code?,"Scanning types: Static analysis (tfsec checkov), Policy enforcement (Sentinel OPA), Compliance validation, Vulnerability scanning, Cost estimation","",Security and compliance automation needs
GOV-001,Governance & Policy,Policy Enforcement,What infrastructure policies need to be enforced?,"Policy types: Security policies (encryption required tagging standards), Cost policies (instance size limits region restrictions), Compliance policies (approved resources data residency), Naming conventions, Resource tagging","",Policy as code requirements
GOV-002,Governance & Policy,Approval Workflows,What approval workflows are needed for infrastructure changes?,"Workflow types: Peer review required, Manager approval for production, Change advisory board review, Auto-approve for dev/test, Security team review for production","",Change management and approval requirements
GOV-003,Governance & Policy,Policy Framework,What policy as code framework do you prefer?,"Options: Sentinel (Terraform native), OPA (Open Policy Agent), Custom policy scripts, Cloud-native policies (AWS Config Azure Policy), Multiple frameworks","",Policy framework selection
GOV-004,Governance & Policy,Cost Management,What cost governance features do you need?,"Features: Pre-run cost estimation, Budget alerts and limits, Resource tagging enforcement, Rightsizing recommendations, Unused resource detection, Multi-cloud cost comparison","",Cost governance and FinOps requirements
GOV-005,Governance & Policy,Workspace Organization,How should workspaces be organized and governed?,"Organization models: By team, By application, By environment (dev staging prod), By cloud provider, By business unit, Combination approach","",Workspace structure and governance model
GOV-006,Governance & Policy,RBAC Strategy,What role-based access control model do you need?,"Roles: Read-only viewers, Plan-only users, Apply-authorized operators, Workspace administrators, Organization owners, Custom granular roles","",RBAC design and permission requirements
OPS-001,Operations & Support,Availability,What uptime requirements do you have for Terraform Enterprise?,"Common targets: 99% (Business hours), 99.5% (Extended hours), 99.9% (24x7 standard), 99.95% (Mission critical)","",SLA requirements drive architecture design
OPS-002,Operations & Support,RTO/RPO,What are your Recovery Time and Recovery Point Objectives?,"RTO: Maximum acceptable platform downtime, RPO: Maximum acceptable data/state loss, DR testing frequency","",Disaster recovery architecture requirements
OPS-003,Operations & Support,Support Coverage,What support coverage do you require?,"Options: Business hours (8x5), Extended (24x5), Full (24x7), Follow-the-sun support","",Support staffing and cost planning
OPS-004,Operations & Support,Monitoring,What monitoring and observability is required?,"Monitoring needs: Run status and duration, Queue depth and wait times, Apply success/failure rates, Resource provisioning metrics, Policy compliance tracking, Performance dashboards","",Operational visibility and alerting needs
OPS-005,Operations & Support,Backup Strategy,What backup and recovery strategy is needed?,"Requirements: State backup frequency (real-time continuous daily), State retention period, Cross-region backup, Point-in-time recovery, Workspace configuration backup","",Backup architecture and data protection
OPS-006,Operations & Support,Drift Detection,Do you need infrastructure drift detection and remediation?,"Options: Scheduled drift detection scans, Alert on drift detection, Automated drift remediation, Manual drift correction workflows, Drift reporting and analytics","",Drift management requirements
OPS-007,Operations & Support,Notifications,What notifications and alerting do you need?,"Alerts: Run failures, Policy violations, State lock conflicts, Queue depth thresholds, Security events, Integration: Slack Teams PagerDuty email","",Notification and incident management integration
OPS-008,Operations & Support,Migration Support,What migration support do you need?,"Migration scope: Terraform OSS state import, Terraform Cloud Free migration, CloudFormation/ARM conversion, Manual infrastructure discovery, Workspace recreation","",Migration strategy and state import planning
OPS-009,Operations & Support,Self-Service,What self-service capabilities do you need for teams?,"Capabilities: Create own workspaces, Manage workspace variables, Trigger runs on-demand, Review and approve plans, Access run logs and state, Module discovery","",Self-service portal and delegation requirements
TEAM-001,Team & Training,Team Structure,How is your infrastructure team organized?,"Team composition: Infrastructure/Platform engineers, DevOps engineers, Application developers, Cloud architects, Security engineers, Operations teams","",Team organization for RBAC design
TEAM-002,Team & Training,Team Size,How many people will use Terraform Enterprise?,"Ranges: 1-10, 11-50, 51-200, 200+. Include: Operators (can apply), Developers (can plan), Viewers (read-only)","",User licensing and training needs
TEAM-003,Team & Training,Skill Level,What is your team's current Terraform skill level?,"Levels: Beginner (no Terraform experience), Intermediate (basic configs), Advanced (modules providers), Expert (custom providers complex automation)","",Training needs assessment
TEAM-004,Team & Training,Training Needs,What training and enablement do you need?,"Training types: Terraform fundamentals, Terraform Enterprise administration, Module development, Sentinel policy writing, GitOps workflows, Best practices","",Training program design and delivery
TEAM-005,Team & Training,Knowledge Transfer,What knowledge transfer deliverables do you require?,"Deliverables: Architecture documentation, Runbooks and SOPs, Module development guide, Policy template library, Video tutorials, Best practices guide","",Documentation and enablement materials
TEAM-006,Team & Training,Support Model,What ongoing support model do you prefer post-implementation?,"Options: Fully managed service, Co-managed (shared responsibility), Self-managed with advisory, Training and complete handoff","",Post-implementation support requirements
