Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
RISK-002,Risk & Constraints,Implementation,What could cause this project to fail?,"Network outages during migration, compatibility with legacy systems, vendor lock-in concerns",,Failure modes
RISK-003,Risk & Constraints,Business,What business risks are you trying to mitigate?,"Cost overruns, performance degradation, unplanned downtime, security breaches",,Business risk factors
RISK-004,Risk & Constraints,Technical,What technical risks are you most concerned about?,"Scalability limitations, integration challenges, multi-region complexity",,Technical risk factors
RISK-005,Risk & Constraints,Organizational,What organizational challenges do you anticipate?,"Staff training, operational changes, vendor management, change fatigue",,Change management risks
BUS-029,Business Requirements,Vision,What is your long-term vision for this solution?,,,Future roadmap
BUS-030,Business Requirements,Growth,How do you expect your WAN needs to grow over time?,"Additional branches, increased bandwidth, new cloud regions, enhanced security",,Scalability planning
BUS-031,Business Requirements,Integration,What future integrations might be needed?,"Additional cloud providers, edge locations, remote workers, SD-WAN capabilities",,Future integration needs
BUS-032,Business Requirements,Features,What additional capabilities might you need in the future?,"Advanced analytics, automated failover, AI-driven optimization, enhanced visibility",,Future feature requirements
SEC-001,Security & Compliance,Data Classification,What is the highest data classification level for your data?,"Levels: Public, Internal, Confidential, Restricted",,Determines encryption and access control requirements
SEC-002,Security & Compliance,Sensitive Data,What sensitive data types are present?,"Types: PII, PHI, Financial, Credit cards, SSNs, None",,Data protection requirements
SEC-003,Security & Compliance,Compliance Standards,What compliance standards must be met?,"Common: SOC 2, ISO 27001, HIPAA, PCI DSS, GDPR, FedRAMP",,Compliance controls and audit requirements
SEC-004,Security & Compliance,Encryption,What encryption requirements apply?,"At rest (AES-256), In transit (TLS 1.2+), Key management",,Security architecture requirements
SEC-005,Security & Compliance,Access Control,What authentication and authorization requirements apply?,"Options: SSO, MFA, RBAC, IAM integration",,Identity and access management
SEC-006,Security & Compliance,Audit Logging,What audit and logging requirements do you have?,"Access logs, Audit trail, Data lineage tracking",,Compliance reporting needs
SEC-007,Security & Compliance,Data Retention,What are your data retention requirements?,Specify retention period and deletion procedures,,Data lifecycle management
SEC-008,Security & Compliance,Data Residency,Do you require data residency in specific regions?,Specify regions or countries,,Geographic data sovereignty
OPS-001,Operations & Support,Availability,What uptime requirements do you have?,"Common targets: 99%, 99.5%, 99.9%, 99.99%",,SLA requirements
OPS-002,Operations & Support,RTO/RPO,What are your Recovery Time and Recovery Point Objectives?,"RTO: Max downtime, RPO: Max data loss",,Disaster recovery requirements
OPS-003,Operations & Support,Support Coverage,What support coverage do you require?,"Options: 8x5, 24x5, 24x7",,Support staffing needs
OPS-004,Operations & Support,Monitoring,What monitoring and alerting is required?,"Metrics, Error notifications, Dashboards, Alarms",,Operational visibility
OPS-005,Operations & Support,Error Handling,How should errors and exceptions be handled?,"Options: Auto retry, Manual review, Notifications, API callback",,Exception management
OPS-006,Operations & Support,Backup,What backup and disaster recovery procedures are required?,"Backup frequency, retention, recovery procedures",,Data protection strategy
OPS-007,Operations & Support,Maintenance,What maintenance windows are acceptable?,Scheduled downtime windows for updates and patches,,Change management
OPS-008,Operations & Support,Escalation,What is the escalation path for critical issues?,Define escalation contacts and response times,,Incident management
IMPL-001,Implementation Planning,Project Lead,Who will be the technical lead for this project?,"Name, role, contact information",,Technical ownership
IMPL-002,Implementation Planning,Team Availability,What internal resources are available?,"Team members, roles, time commitment",,Resource planning
IMPL-003,Implementation Planning,Experience Level,What is your team experience with this technology?,"Levels: None, Basic, Intermediate, Advanced, Expert",,Training needs
IMPL-004,Implementation Planning,Migration Approach,What is your preferred migration approach?,"Options: Phased, Pilot then scale, Big bang, Parallel run",,Implementation strategy
IMPL-005,Implementation Planning,Timeline,What is your expected implementation timeline?,Specify key milestones and deadlines,,Project schedule
IMPL-006,Implementation Planning,Change Management,How will you handle the transition?,"Communication, training, rollout plan",,User adoption
IMPL-007,Implementation Planning,Training Needs,What training will be needed?,"Admin training, End-user training, Documentation",,Knowledge transfer
IMPL-008,Implementation Planning,Testing,What testing approach do you prefer?,"Options: Internal UAT, Pilot users, Staged rollout",,Validation requirements
