#WIDTH:  45,14,50,50,50,45,8,12,27,14,14,12,30,12
#ALIGN:  left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
dr.vault_noncurrent_version_expiration_days,DR,90,90,90,DR vault noncurrent expiration,Yes,Integer,Positive integer,Public,Operations,,Version cleanup,2025-12-01
dr.vault_enable_lock,DR,false,false,false,Enable vault lock (WORM),Yes,Boolean,true|false,Public,Operations,,Compliance WORM,2025-12-01
dr.backup_retention_days,DR,30,30,30,DR backup retention (days),Yes,Integer,Positive integer,Public,Operations,,DR vault retention,2025-12-01
dr.backup_local_retention_days,DR,7,7,7,Local backup retention,Yes,Integer,Positive integer,Public,Operations,,Source vault retention,2025-12-01
dr.enable_weekly_backup,DR,true,false,true,Enable DR weekly backup,Yes,Boolean,true|false,Public,Operations,,Long retention,2025-12-01
dr.weekly_backup_retention_days,DR,90,90,90,DR weekly retention,Yes,Integer,Positive integer,Public,Operations,,3 months,2025-12-01
dr.test_schedule,DR,"cron(0 2 ? * SUN *)","","cron(0 2 ? * SUN *)",DR test schedule,No,String,Valid cron,Public,Operations,,Weekly DR test,2025-12-01
dr.notification_email,DR,dr-alerts@example.com,dr-alerts@example.com,dr-alerts@example.com,DR notification email,No,String,Valid email,Confidential,Operations,,Alert notifications,2025-12-01
budget.enabled,Best Practices,true,false,true,[Cost Optimization] Enable AWS Budgets tracking,Yes,Boolean,true|false,Public,Operations,,Proactive cost monitoring for AI services,2025-12-01
budget.monthly_amount,Best Practices,1500,500,1500,[Cost Optimization] Monthly budget limit (USD),Yes,Integer,Valid integer,Public,Operations,,Based on SOW cost estimates,2025-12-01
budget.alert_thresholds,Best Practices,"[50, 80, 100]","[80, 100]","[50, 80, 100]",[Cost Optimization] Budget alert thresholds (%),Yes,List(Number),0-100,Public,Operations,,Multi-tier alerts,2025-12-01
budget.enable_forecast_alert,Best Practices,true,false,true,[Cost Optimization] Enable forecasted spend alerts,Yes,Boolean,true|false,Public,Operations,,ML-based spend forecasting,2025-12-01
budget.alert_emails,Best Practices,[],[],[],[Cost Optimization] Alert email addresses,No,List(String),Valid emails,Confidential,Operations,,Additional email recipients,2025-12-01
config_rules.enabled,Best Practices,true,false,true,[Operational Excellence] Enable AWS Config rules,Yes,Boolean,true|false,Public,Operations,,Compliance monitoring and drift detection,2025-12-01
config_rules.enable_recorder,Best Practices,true,true,true,[Operational Excellence] Enable Config recorder,Yes,Boolean,true|false,Public,Operations,,Records configuration changes,2025-12-01
config_rules.retention_days,Best Practices,365,90,365,[Operational Excellence] Config history retention (days),Yes,Integer,Positive integer,Public,Operations,,One-year retention for audits,2025-12-01
config_rules.enable_security_rules,Best Practices,true,true,true,[Operational Excellence] Enable security compliance rules,Yes,Boolean,true|false,Public,Operations,,S3 encryption KMS rotation checks,2025-12-01
config_rules.enable_reliability_rules,Best Practices,true,false,true,[Operational Excellence] Enable reliability compliance rules,Yes,Boolean,true|false,Public,Operations,,Backup and versioning checks,2025-12-01
guardduty.enabled,Best Practices,true,false,true,[Security] Enable GuardDuty threat detection,Yes,Boolean,true|false,Public,Operations,,ML-based threat detection,2025-12-01
guardduty.enable_s3_protection,Best Practices,true,true,true,[Security] Enable S3 data event monitoring,Yes,Boolean,true|false,Public,Operations,,Detects suspicious S3 access,2025-12-01
guardduty.enable_malware_protection,Best Practices,true,false,true,[Security] Enable S3 malware protection,Yes,Boolean,true|false,Public,Operations,,Scans uploaded documents for malware,2025-12-01
guardduty.severity_threshold,Best Practices,7,7,7,[Security] Minimum alert severity threshold (1-10),Yes,Integer,1-10,Public,Operations,,7+ filters to high/critical findings,2025-12-01
