Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-008,Technical Requirements,Workload Types,What types of workloads will run on HCI?,"Workload types: Business applications, Databases (SQL, Oracle), VDI (virtual desktops), File servers, Dev/test, Containers","",Workload characterization and requirements
TECH-009,Technical Requirements,Database Workloads,Do you run database workloads on VMs?,"Database types: Microsoft SQL, Oracle, PostgreSQL, MySQL, SAP HANA, Other","",Database sizing and performance requirements
TECH-010,Technical Requirements,VDI Requirements,Do you plan to run VDI on HCI?,"VDI platforms: VMware Horizon, Citrix Virtual Apps and Desktops, Not planned","",VDI user count and profile sizing
TECH-011,Technical Requirements,Virtualization Platform,What virtualization platform do you use?,"Platforms: VMware vSphere, Microsoft Hyper-V, Not decided","",Hypervisor compatibility and licensing
TECH-012,Technical Requirements,VMware Licensing,What VMware licensing do you currently have?,"Licensing: vSphere Standard, Enterprise, Enterprise Plus, vSAN, ELA (Enterprise License Agreement)","",License portability and cost optimization
TECH-013,Technical Requirements,Network Connectivity,What network speeds are available in your data center?,"Network speeds: 10 GbE, 25 GbE, 40 GbE, 100 GbE","",Fabric Interconnect and switch requirements
TECH-014,Technical Requirements,Network Design,What is your data center network architecture?,"Architecture: Spine-leaf, Traditional 3-tier, Collapsed core, ToR switches, Other","",Network integration and design requirements
TECH-015,Technical Requirements,Cluster Size,What cluster size do you prefer?,"Cluster sizes: 3-node (minimum), 4-node (balanced), 6-node (large), 8+ node (very large)","",Cluster sizing for capacity and redundancy
TECH-016,Technical Requirements,High Availability,What HA and fault tolerance requirements do you have?,"HA requirements: N+1 redundancy, N+2 redundancy, Geographic redundancy, Site-level failover","",Resilience and availability design
TECH-017,Technical Requirements,Disaster Recovery,What disaster recovery requirements apply?,"DR requirements: Backup only, Async replication, Sync replication, Active-active sites, RPO/RTO targets","",DR strategy and replication needs
TECH-018,Technical Requirements,Backup Integration,What backup solution do you use?,"Backup platforms: Veeam, Commvault, Rubrik, Cohesity, Dell EMC Data Domain, Other","",Backup integration and compatibility
TECH-019,Technical Requirements,Management Tools,What infrastructure management tools do you currently use?,"Tools: vCenter, Cisco UCS Manager, SAN management consoles, Monitoring platforms, Other","",Management ecosystem and integration
SEC-001,Security & Compliance,Data Classification,What is the highest data classification in your environment?,"Classification: Public, Internal, Confidential, Restricted/Regulated","",Security controls and encryption requirements
SEC-002,Security & Compliance,Compliance Standards,What compliance standards must the infrastructure meet?,"Standards: SOC 2, ISO 27001, HIPAA, PCI DSS, FedRAMP, Industry-specific","",Compliance controls and audit requirements
SEC-003,Security & Compliance,Encryption,What encryption requirements apply?,"Encryption: Data at rest (FIPS 140-2), Data in transit (TLS), Key management (KMS), Self-encrypting drives","",Encryption architecture and key management
SEC-004,Security & Compliance,Access Control,What access control requirements apply to infrastructure management?,"Access control: RBAC, SSO (SAML/OIDC), MFA, Certificate-based auth, Privileged access management","",Identity and access management requirements
SEC-005,Security & Compliance,Network Security,What network security controls are required?,"Controls: Network segmentation, VLANs, Firewall integration, IPS/IDS, Micro-segmentation","",Security architecture and network isolation
SEC-006,Security & Compliance,Audit Logging,What audit and logging requirements apply?,"Requirements: Access logs, Change tracking, Compliance reporting, SIEM integration, Log retention periods","",Audit trail and compliance reporting needs
OPS-001,Operations & Support,Team Size,How many infrastructure administrators support the environment?,"Specify: team size, roles (virtualization, storage, network), skill levels","",Staffing and support model assessment
OPS-002,Operations & Support,Expertise,What is your team's Cisco UCS and VMware experience?,"Experience: Beginner, Intermediate, VCP certified, CCNP Data Center, Advanced/Expert","",Training needs and enablement planning
OPS-003,Operations & Support,Support Coverage,What support coverage hours do you require?,"Coverage: Business hours (8x5), Extended (24x5), Full (24x7)","",Support model and SLA requirements
OPS-004,Operations & Support,Uptime Requirements,What uptime SLA is required for infrastructure?,"SLA targets: 99%, 99.5%, 99.9%, 99.95%, 99.99%","",High availability architecture requirements
OPS-005,Operations & Support,Maintenance Windows,What maintenance windows are available for upgrades?,"Windows: Weekly, Monthly, Quarterly, Emergency only","",Change management and patching constraints
OPS-006,Operations & Support,Monitoring Tools,What infrastructure monitoring tools are in use?,"Tools: vRealize Operations, Cisco Intersight, SolarWinds, PRTG, Datadog, Prometheus, Other","",Monitoring ecosystem and integration
OPS-007,Operations & Support,Capacity Planning,How is capacity planning currently performed?,"Methods: Manual tracking, Spreadsheets, vROps capacity management, RVTools reports, Ad-hoc","",Capacity management maturity and tooling
OPS-008,Operations & Support,Change Management,What change management processes are in place?,"Processes: Change advisory board, ITIL workflows, ServiceNow integration, Approval gates, Ad-hoc","",Change control and governance requirements
OPS-009,Operations & Support,Documentation,What infrastructure documentation standards apply?,"Documentation: Architecture diagrams, Runbooks, SOPs, Configuration standards, Asset inventory","",Documentation scope and deliverables
OPS-010,Operations & Support,Cloud Management,Do you need unified on-prem and cloud management?,"Cloud platforms: AWS, Azure, Google Cloud, Multi-cloud, On-prem only","",Hybrid cloud management with Intersight
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this HCI project?,"Name, role, contact information","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for HCI implementation?,"List team members, roles, time commitment (hours per week)","",Resource planning and project timeline feasibility
IMPL-003,Implementation Planning,Data Center Readiness,Is your data center ready for HCI deployment?,"Readiness: Rack space available, Power capacity (30A per node), Cooling capacity, Network cabling","",Physical infrastructure requirements
IMPL-004,Implementation Planning,Network Readiness,Are network switches and cabling ready for HCI?,"Readiness: 25GbE switches, Fiber/DAC cabling, VLANs configured, IP addresses allocated","",Network prerequisites and integration
IMPL-005,Implementation Planning,Migration Approach,What is your preferred VM migration approach?,"Options: Phased migration, Big bang cutover, Parallel run, Storage vMotion, Cold migration","",Migration strategy and risk mitigation
IMPL-006,Implementation Planning,Migration Scope,How many VMs need migration from legacy infrastructure?,"Specify: total VMs, migration waves, dependencies, migration window constraints","",Migration planning and scheduling
IMPL-007,Implementation Planning,Downtime Tolerance,What downtime is acceptable during VM migration?,"Tolerance: Zero downtime (vMotion), Minimal (<5 min), Planned windows, Business impact constraints","",Migration methodology selection
IMPL-008,Implementation Planning,Testing Requirements,What testing and validation is required before cutover?,"Testing: Performance benchmarks, Application validation, Failover testing, User acceptance testing","",Testing and validation requirements
IMPL-009,Implementation Planning,Training Needs,What training will be needed for infrastructure team?,"Training: HyperFlex admin, vSphere on HyperFlex, Intersight management, Troubleshooting, Best practices","",Knowledge transfer scope and timeline
IMPL-010,Implementation Planning,Vendor Coordination,What vendor coordination is required for HCI deployment?,"Coordination: VMware licensing, Backup vendor integration, Network team, Application owners, Other vendors","",Stakeholder management and dependencies
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about implementing HCI?,"Concerns: Migration complexity, Performance risk, Vendor lock-in, Team readiness, Budget constraints, Timeline pressure","",Primary implementation concerns and risk factors
RISK-002,Risk & Constraints,Migration Risks,What are your concerns about VM migration?,"Risks: Application downtime, Data loss, Performance degradation, Migration failures, User impact","",Migration risk mitigation strategies
RISK-003,Risk & Constraints,Performance Risks,What performance concerns do you have about HCI?,"Concerns: Database IOPS, Storage latency, Network throughput, Resource contention, Noisy neighbor","",Performance validation and testing requirements
RISK-004,Risk & Constraints,Vendor Lock-In,Are you concerned about vendor lock-in with HCI?,"Concerns: Cisco/VMware dependency, Data migration difficulty, Licensing costs, Exit strategy","",Vendor strategy and risk mitigation
RISK-005,Risk & Constraints,Skill Gaps,What skill gaps exist for supporting HCI?,"Skill gaps: HyperFlex administration, vSphere advanced features, Storage troubleshooting, Network fabric, Intersight management","",Training and hiring requirements
RISK-006,Risk & Constraints,Dependencies,What external dependencies exist for this project?,"Dependencies: Budget approvals, Hardware lead times, Network upgrades, Power/cooling upgrades, Vendor availability","",Project dependencies and critical path items
RISK-007,Risk & Constraints,Constraints,What constraints must the HCI solution work within?,"Constraints: Budget limits, Timeline, Rack space, Power capacity, Cooling capacity, Organizational policies","",Solution design boundaries and constraints
