Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
SEC-006,Security & Compliance,Firewall Integration,Do you need firewall integration with the fabric?,"Firewall options: Perimeter only, Distributed firewall (NSX), Per-rack firewall, Micro-segmentation","",Security appliance integration requirements
SEC-007,Security & Compliance,Vulnerability Management,What security patching and firmware update processes apply?,"OS10 update frequency: Quarterly recommended, Critical patches within 30 days, Annual major version upgrades","",Patch management and maintenance windows
SEC-008,Security & Compliance,Zero Trust,Are you implementing zero-trust network architecture?,"Zero trust: Micro-segmentation, Least-privilege access, Continuous verification, NSX integration","",Security architecture evolution
SEC-009,Security & Compliance,DDoS Protection,Do you require DDoS protection at the network layer?,"DDoS mitigation: None, Rate limiting, Traffic scrubbing, Cloud-based protection","",DDoS prevention requirements
SEC-010,Security & Compliance,Network Monitoring,What security monitoring is required for the network?,"Monitoring: Flow telemetry, Packet capture, IDS/IPS integration, SIEM integration, Anomaly detection","",Security visibility and threat detection
OPS-001,Operations & Support,Physical Location,Where will the PowerSwitch infrastructure be deployed?,"Options: On-premises data center, Colocation facility, Multi-site distributed, Edge locations","",Physical deployment locations
OPS-002,Operations & Support,Power & Cooling,What power and cooling capacity is available?,"Spine Z9432F: 800W, Leaf S5248F: 350W. Plan 1.5kW per rack with ToR. Ensure adequate circuits and HVAC","",Electrical infrastructure and thermal management
OPS-003,Operations & Support,Rack Space,How much rack space is available for network equipment?,"Spine: 1U per switch (4 spines = 4U), Leaf: 1U per ToR (40 ToR = 1U per rack), Aggregation: 2U per switch","",Physical space and rack elevation planning
OPS-004,Operations & Support,Network Team Size,How many network engineers will manage PowerSwitch infrastructure?,"Team size: 1-2 engineers (small), 3-5 engineers (medium), 6+ engineers (large enterprise)","",Support team size and training requirements
OPS-005,Operations & Support,Skill Level,What is your team's experience with Dell OS10 and spine-leaf fabrics?,"Experience levels: None (Cisco only), Basic (OS10 fundamentals), Intermediate (BGP/VXLAN), Advanced (automation)","",Training needs assessment
OPS-006,Operations & Support,Cisco Expertise,What is your team's experience with Cisco NX-OS?,"Cisco expertise helps transition to OS10 (similar CLI). OS10 provides Cisco-like interface for Nexus admins","",Skill transfer and training approach
OPS-007,Operations & Support,Automation Skills,What is your team's experience with network automation?,"Automation skills: None (CLI only), Basic (scripts), Intermediate (Ansible), Advanced (Python/GitOps)","",Automation readiness and training needs
OPS-008,Operations & Support,Availability,What uptime requirements do you have for the network?,"Common: Best-effort 99% (no HA), Business 99.9% (dual ToR), Mission-critical 99.99% (dual-plane)","",Redundancy and support level requirements
OPS-009,Operations & Support,Monitoring,What network monitoring and alerting tools do you use?,"Monitoring: SNMP only, Nagios/Zabbix, SolarWinds, Datadog, Prometheus+Grafana, Vendor NMS","",Monitoring tool integration requirements
OPS-010,Operations & Support,Support Coverage,What support coverage do you require from Dell?,"Options: Next business day (NBD), 4-hour response (ProSupport Plus), 2-hour mission-critical, 24x7 TAM","",Dell support contract level selection
OPS-011,Operations & Support,Change Management,What change management windows are available for network maintenance?,"Change windows: Weekends only, Monthly maintenance window, Quarterly major changes, Zero-downtime required","",Change management process and constraints
OPS-012,Operations & Support,Migration Approach,What is your preferred migration approach?,"Options: Forklift (cutover weekend), Phased rack-by-rack, Parallel fabric (gradual), Pilot rack first","",Migration strategy and risk tolerance
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this network deployment project?,"Name, role, contact information","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for deployment and migration?,"List team members, roles, and time commitment (hours per week)","",Resource planning and project timeline feasibility
IMPL-003,Implementation Planning,Vendor Support,Do you need Dell ProDeploy services for installation and configuration?,"ProDeploy: Rack installation, Cable management, Initial configuration, Validation testing","",Professional services and on-site support needs
IMPL-004,Implementation Planning,Pilot Requirements,What pilot rack or workload will validate the PowerSwitch fabric?,"Pilot selection: Non-critical rack, Development environment, Specific application tier","",Pilot testing and validation approach
IMPL-005,Implementation Planning,Deployment Phases,What is your preferred phased rollout strategy?,"Options: Pilot rack Week 1-2, 5-10 racks every weekend, 25% capacity per month, All at once","",Implementation pacing and risk mitigation
IMPL-006,Implementation Planning,Downtime Tolerance,What application downtime is acceptable during migration?,"Downtime: Maintenance window (4 hours), Brief outage (30 min), Zero downtime (vMotion/live migration)","",Migration planning and cutover approach
IMPL-007,Implementation Planning,Training Needs,What training will be needed for network team?,"Types: OS10 CLI, BGP/VXLAN, SmartFabric, Ansible automation, Troubleshooting","",Knowledge transfer scope and timeline
IMPL-008,Implementation Planning,Documentation,What documentation is required for handover?,"Deliverables: Network diagrams, IP address plan, BGP AS design, Runbooks, Troubleshooting guides","",Documentation requirements and formats
IMPL-009,Implementation Planning,Testing Requirements,What testing is required before production cutover?,"Testing: Connectivity validation, Throughput benchmarks, Failover testing, Application validation, Security testing","",Acceptance testing criteria
IMPL-010,Implementation Planning,Go-Live Criteria,What criteria must be met before PowerSwitch is production-ready?,"Examples: Pilot validated, Team trained, Monitoring operational, Cisco parallel fabric decommissioned","",Acceptance criteria and project closure
RISK-001,Risk & Constraints,Cisco Migration,What are your concerns about migrating from Cisco to Dell PowerSwitch?,"Consider: Feature parity, Team retraining, Vendor relationship, Support quality, CLI differences","",Primary implementation concerns and risk factors
RISK-002,Risk & Constraints,Vendor Lock-in,How do you plan to avoid vendor lock-in with PowerSwitch?,"Open standards (BGP, VXLAN) provide portability. OS10 Linux-based. Avoid proprietary protocols (use standards)","",Technology risk and vendor diversification
RISK-003,Risk & Constraints,Capacity Planning,What happens if you need more capacity than initially deployed?,"Options: Add spine switches (up to 8), Add leaf switches per rack, Upgrade optics (25GbE to 100GbE)","",Scalability constraints and expansion strategy
RISK-004,Risk & Constraints,Single Point of Failure,What is your tolerance for network hardware failures?,"Failed leaf affects one rack (dual ToR mitigates). Failed spine reduces bandwidth (N+1 spine recommended)","",Failure mode analysis and mitigation strategies
RISK-005,Risk & Constraints,Migration Risk,What is your biggest concern about spine-leaf migration?,"Common: Downtime during cutover, BGP/VXLAN complexity, Application compatibility, Team learning curve","",Risk mitigation and contingency planning
RISK-006,Risk & Constraints,Budget Constraints,What constraints must the network solution work within?,"Consider: CapEx limits, OpEx annual budget, Approval processes, Cisco SmartNet renewal deadline","",Solution design boundaries and financial constraints
RISK-007,Risk & Constraints,Timeline Pressure,Are there any deadlines driving the network deployment timeline?,"Common: Cisco end-of-life, SmartNet renewal, Data center lease, Compliance audit, Rack expansion project","",Timeline constraints and critical dates
RISK-008,Risk & Constraints,Skills Gap,What is your biggest concern about managing Dell PowerSwitch?,"Common: OS10 CLI learning curve, BGP troubleshooting, VXLAN debugging, Lack of Cisco expertise transfer","",Skill development and external support requirements
COST-001,Business Requirements,Cost Comparison,What is your current annual Cisco SmartNet or support cost?,"Calculate annual support: SmartNet typically 18-22% of hardware list price. Example: $1M Cisco hardware = $200K/year SmartNet","",ROI baseline for cost comparison analysis
COST-002,Business Requirements,Cost Comparison,What Cisco equipment will PowerSwitch replace?,"Common Cisco: Nexus 9K (spine/leaf), Nexus 7K (core), Catalyst 6500 (distribution), Catalyst 2960/3750 (access)","",Replacement scope and cost comparison
COST-003,Business Requirements,Cost Comparison,What is your Cisco hardware end-of-life status and refresh cost?,"Cisco refresh quote vs Dell PowerSwitch. Example: Nexus 9K refresh $3.5M vs PowerSwitch $2.3M (35% savings)","",Cost comparison and financial justification
COST-004,Business Requirements,Cost Comparison,What ROI timeline and payback period are you targeting?,"PowerSwitch typically achieves ROI in 18-24 months vs Cisco refresh through lower CapEx and OpEx savings","",Financial justification and approval thresholds
COST-005,Business Requirements,Cost Comparison,Do you have preferences or constraints around CapEx vs OpEx spending?,"Consider: Dell Financial Services leasing (converts CapEx to OpEx), budget approval processes, cash flow","",Financial structuring and procurement approach
