#WIDTH:  45,14,30,30,30,45,8,12,27,14,14,12,30,12
#ALIGN:  left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
devices.snmp_ro_community,Device Access,[vault:snmp_ro_community_prod],[vault:snmp_ro_community_test],[vault:snmp_ro_community_dr],SNMP read-only community string,Yes,String,Min 8 characters,Secret,Network Team,Device SNMP config,Stored in Ansible Vault,2025-12-03
devices.snmp_rw_community,Device Access,[vault:snmp_rw_community_prod],[vault:snmp_rw_community_test],[vault:snmp_rw_community_dr],SNMP read-write community string,Yes,String,Min 12 characters,Secret,Network Team,Device SNMP config,Stored in Ansible Vault,2025-12-03
devices.snmp_version,Device Access,v3,v3,v3,SNMP protocol version,Yes,String,v2c|v3,Public,Network Team,,v3 recommended for security,2025-12-03
devices.netconf_port,Device Access,830,830,830,NETCONF SSH port on devices,Yes,Integer,1-65535,Public,Network Team,Device config,Standard NETCONF port,2025-12-03
ai_analytics.confidence_threshold,AI Analytics,0.85,0.75,0.85,Minimum confidence score for AI predictions,Yes,Float,0.0-1.0,Public,Network Team,AI Analytics enabled,Below triggers human review,2025-12-03
ai_analytics.anomaly_sensitivity,AI Analytics,Medium,Low,Medium,Anomaly detection sensitivity level,Yes,String,Low|Medium|High,Public,Network Team,AI Analytics enabled,Balance accuracy vs alerts,2025-12-03
ai_analytics.baseline_learning_days,AI Analytics,14,7,14,Days to establish AI performance baseline,Yes,Integer,7-30,Public,Network Team,AI Analytics enabled,Initial learning period,2025-12-03
ai_analytics.predictive_horizon_days,AI Analytics,14,7,14,Days ahead for failure prediction,Yes,Integer,7-30,Public,Network Team,AI Analytics enabled,Per SOW specification,2025-12-03
ai_analytics.auto_remediation,AI Analytics,false,false,false,Enable automatic remediation actions,No,Boolean,true|false,Public,Network Team,AI Analytics enabled,Manual approval recommended initially,2025-12-03
policies.vlan_range,Automation,100-999,100-999,100-999,Valid VLAN ID range for automation,Yes,String,VLAN range format,Public,Network Team,,Policy template parameter,2025-12-03
policies.deployment_mode,Automation,Staged,Immediate,Staged,Policy deployment strategy,Yes,String,Immediate|Staged|Manual,Public,Network Team,,Risk mitigation approach,2025-12-03
policies.compliance_check_interval,Automation,60,120,60,Compliance check interval in minutes,Yes,Integer,15-1440,Public,Network Team,,Drift detection frequency,2025-12-03
policies.rollback_enabled,Automation,true,true,true,Enable automatic rollback on failure,Yes,Boolean,true|false,Public,Network Team,,Safety mechanism,2025-12-03
policies.change_window_start,Automation,22:00,00:00,22:00,Change window start time (24-hour format),Yes,String,HH:MM format,Public,Operations Team,Business hours,After business hours,2025-12-03
policies.change_window_end,Automation,06:00,23:59,06:00,Change window end time (24-hour format),Yes,String,HH:MM format,Public,Operations Team,Business hours,Before business hours,2025-12-03
app_monitoring.o365_enabled,Application,true,false,true,Enable Office 365 application monitoring,Yes,Boolean,true|false,Public,Network Team,O365 API access,Per SOW scope,2025-12-03
app_monitoring.webex_enabled,Application,true,true,true,Enable Webex application monitoring,Yes,Boolean,true|false,Public,Network Team,Webex API access,Per SOW scope,2025-12-03
app_monitoring.sap_enabled,Application,true,false,true,Enable SAP application monitoring,Yes,Boolean,true|false,Public,Network Team,SAP endpoint access,Per SOW scope,2025-12-03
app_monitoring.sla_latency_ms,Application,100,200,100,Application latency SLA threshold in ms,Yes,Integer,10-1000,Public,Network Team,,Performance alerting,2025-12-03
app_monitoring.sla_jitter_ms,Application,30,50,30,Application jitter SLA threshold in ms,Yes,Integer,5-100,Public,Network Team,,Voice/video quality,2025-12-03
app_monitoring.sla_packet_loss_pct,Application,1.0,2.0,1.0,Application packet loss SLA threshold %,Yes,Float,0.1-5.0,Public,Network Team,,Quality threshold,2025-12-03
ha.failover_threshold,High Availability,60,120,60,Seconds before HA failover triggered,Yes,Integer,30-300,Public,Network Team,HA configuration,Balance stability vs speed,2025-12-03
ha.heartbeat_interval,High Availability,5,10,5,HA heartbeat interval in seconds,Yes,Integer,1-30,Public,Network Team,HA configuration,Health monitoring,2025-12-03
ha.sync_interval,High Availability,300,600,300,Configuration sync interval in seconds,Yes,Integer,60-900,Public,Network Team,HA configuration,State synchronization,2025-12-03
backup.retention_days,Operations,30,14,30,DNA Center backup retention period,Yes,Integer,7-365,Public,Operations Team,Storage capacity,Compliance requirement,2025-12-03
backup.schedule,Operations,02:00,03:00,02:00,Daily backup time (24-hour format),Yes,String,HH:MM format,Public,Operations Team,,Off-hours execution,2025-12-03
backup.location,Operations,/backup/dnac/,/backup/dnac-test/,/backup/dnac-dr/,Backup storage path,Yes,String,Valid path,Confidential,Operations Team,Storage availability,Local or NFS mount,2025-12-03
backup.encryption_enabled,Operations,true,false,true,Encrypt backup files,Yes,Boolean,true|false,Public,Security Team,Encryption key,Security requirement,2025-12-03
security.ssl_cert_path,Security,/etc/ssl/dnac/server.crt,/etc/ssl/dnac/server.crt,/etc/ssl/dnac/server.crt,SSL certificate file path,Yes,String,Valid file path,Confidential,Security Team,SSL certificate,HTTPS encryption,2025-12-03
security.ssl_key_path,Security,/etc/ssl/dnac/server.key,/etc/ssl/dnac/server.key,/etc/ssl/dnac/server.key,SSL private key file path,Yes,String,Valid file path,Secret,Security Team,SSL certificate,Keep secure,2025-12-03
security.ssl_expiry_warning_days,Security,30,14,30,Days before SSL expiry to alert,Yes,Integer,14-90,Public,Security Team,,Certificate renewal reminder,2025-12-03
security.session_timeout,Security,30,60,30,Web session timeout in minutes,Yes,Integer,5-480,Public,Security Team,,Security policy compliance,2025-12-03
security.max_login_attempts,Security,5,10,5,Maximum failed login attempts before lockout,Yes,Integer,3-10,Public,Security Team,,Brute force protection,2025-12-03
security.mfa_enabled,Security,true,false,true,Enable multi-factor authentication,Yes,Boolean,true|false,Public,Security Team,IdP integration,Recommended for admin access,2025-12-03
monitoring.syslog_server,Monitoring,10.100.3.10,10.101.3.10,10.102.3.10,Centralized syslog server IP,Yes,String,Valid IPv4 address,Confidential,Operations Team,Network connectivity,Log aggregation,2025-12-03
monitoring.syslog_port,Monitoring,514,514,514,Syslog UDP port,Yes,Integer,1-65535,Public,Operations Team,Firewall rules,Standard syslog port,2025-12-03
monitoring.syslog_facility,Monitoring,local7,local7,local7,Syslog facility for DNA Center logs,Yes,String,Valid syslog facility,Public,Operations Team,,Log categorization,2025-12-03
monitoring.syslog_severity,Monitoring,informational,debug,informational,Minimum syslog severity level,Yes,String,Valid severity level,Public,Operations Team,,Filter noise,2025-12-03
monitoring.audit_log_retention_days,Monitoring,365,90,365,Audit log retention period in days,Yes,Integer,90-730,Public,Compliance Team,Storage capacity,Regulatory requirement,2025-12-03
notifications.smtp_server,Notifications,smtp.client.local,smtp-test.client.local,smtp.client.local,SMTP server for email notifications,Yes,String,Valid hostname or IP,Confidential,Infrastructure Team,SMTP relay,Alert notifications,2025-12-03
notifications.smtp_port,Notifications,587,587,587,SMTP server port,Yes,Integer,25|587|465,Public,Infrastructure Team,,TLS recommended,2025-12-03
notifications.smtp_from,Notifications,dnac-alerts@client.local,dnac-test@client.local,dnac-dr@client.local,Email sender address for alerts,Yes,String,Valid email format,Public,Operations Team,,Alert source identification,2025-12-03
notifications.alert_recipients,Notifications,network-ops@client.local,dev-team@client.local,network-ops@client.local,Email recipients for critical alerts,Yes,String,Comma-separated emails,Confidential,Operations Team,,NOC distribution list,2025-12-03
notifications.slack_webhook,Notifications,[vault:slack_webhook_prod],[vault:slack_webhook_test],[vault:slack_webhook_dr],Slack webhook URL for notifications,No,String,Valid webhook URL,Secret,Operations Team,Slack integration,Stored in Ansible Vault,2025-12-03
infrastructure.ntp_primary,Infrastructure,10.100.4.10,10.101.4.10,10.102.4.10,Primary NTP server IP,Yes,String,Valid IPv4 address,Confidential,Infrastructure Team,Network connectivity,Time synchronization critical,2025-12-03
infrastructure.ntp_secondary,Infrastructure,10.100.4.11,10.101.4.11,10.102.4.11,Secondary NTP server IP,No,String,Valid IPv4 address,Confidential,Infrastructure Team,Network connectivity,NTP failover,2025-12-03
infrastructure.dns_primary,Infrastructure,10.100.5.10,10.101.5.10,10.102.5.10,Primary DNS server IP,Yes,String,Valid IPv4 address,Confidential,Infrastructure Team,Network connectivity,Name resolution required,2025-12-03
infrastructure.dns_secondary,Infrastructure,10.100.5.11,10.101.5.11,10.102.5.11,Secondary DNS server IP,No,String,Valid IPv4 address,Confidential,Infrastructure Team,Network connectivity,DNS failover,2025-12-03
infrastructure.proxy_server,Infrastructure,,,HTTP proxy server (if required),No,String,Valid URL,Confidential,Infrastructure Team,Proxy access,Leave empty if not required,2025-12-03
infrastructure.proxy_port,Infrastructure,,,HTTP proxy port,No,Integer,Valid port,Public,Infrastructure Team,infrastructure.proxy_server,Leave empty if not required,2025-12-03
deployment.pilot_device_count,Deployment,50,10,20,Number of devices in pilot phase,Yes,Integer,10-100,Public,Network Team,Phase 1,Initial validation,2025-12-03
deployment.pilot_site_names,Deployment,"HQ-Building-A,HQ-Building-B","Test-Lab-1,Test-Lab-2","DR-Site-1,DR-Site-2",Sites included in pilot deployment,Yes,String,Comma-separated names,Public,Network Team,Site planning,Primary campus,2025-12-03
deployment.production_device_count,Deployment,200,50,100,Total devices for production deployment,Yes,Integer,50-500,Public,Network Team,Full scope,Per SOW,2025-12-03
deployment.production_site_count,Deployment,5,2,3,Number of sites in production,Yes,Integer,1-50,Public,Network Team,Site planning,Campus and branches,2025-12-03
support.smartnet_contract,Support,[contract-number-prod],[contract-number-test],[contract-number-dr],Cisco SmartNet contract number,Yes,String,Valid contract ID,Confidential,Support Team,Vendor relationship,24x7 support,2025-12-03
support.tac_severity,Support,2,3,2,Default TAC case severity,Yes,Integer,1-4,Public,Support Team,SmartNet contract,1=Critical 4=Low,2025-12-03
support.escalation_contact,Support,network-escalation@client.local,dev-escalation@client.local,network-escalation@client.local,Escalation contact email,Yes,String,Valid email,Confidential,Operations Team,,After-hours escalation,2025-12-03
