#WIDTH: 45,14,30,30,30,45,8,12,27,14,14,12,30,12
#ALIGN: left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
network.mgmt_vlan,Networking,100,110,120,Management network VLAN,Yes,Integer,1-4094,Confidential,Network Team,,ESXi management,2025-12-03
network.vmotion_vlan,Networking,200,210,220,vMotion network VLAN,Yes,Integer,1-4094,Confidential,Network Team,,Live migration traffic,2025-12-03
network.vsan_vlan,Networking,300,310,320,vSAN network VLAN,Yes,Integer,1-4094,Confidential,Network Team,,Storage traffic,2025-12-03
network.vm_network_vlan,Networking,400,410,420,VM network VLAN,Yes,Integer,1-4094,Confidential,Network Team,,Production VM traffic,2025-12-03
idrac.version,Dell Management,iDRAC9,iDRAC9,iDRAC9,iDRAC out-of-band management version,Yes,String,Valid iDRAC version,Public,Infrastructure,,Enterprise license,2025-12-03
idrac.enterprise_license,Dell Management,true,true,true,iDRAC Enterprise license enabled,Yes,Boolean,true|false,Confidential,Infrastructure,,Full feature set,2025-12-03
openmanage.version,Dell Management,4.0.1,4.0.1,4.0.1,OpenManage Enterprise version,Yes,String,Valid OME version,Public,Dell Team,,Latest stable release,2025-12-03
openmanage.vcenter_integration,Dell Management,true,true,true,OpenManage integration with vCenter,Yes,Boolean,true|false,Public,Dell Team,,Single pane of glass,2025-12-03
vmware.vcenter_version,VMware,8.0 U2,8.0 U2,8.0 U2,VMware vCenter Server version,Yes,String,Valid vCenter version,Public,VMware Team,,Supported version matrix,2025-12-03
vmware.esxi_version,VMware,8.0 U2,8.0 U2,8.0 U2,VMware ESXi hypervisor version,Yes,String,Valid ESXi version,Public,VMware Team,,Hypervisor compatibility,2025-12-03
vmware.vsan_version,VMware,8.0 U2,8.0 U2,8.0 U2,VMware vSAN version,Yes,String,Valid vSAN version,Public,VMware Team,,HCI storage layer,2025-12-03
vmware.nsx_enabled,VMware,false,false,false,Enable VMware NSX networking,No,Boolean,true|false,Public,Network Team,,Software-defined networking,2025-12-03
vmware.vcf_enabled,VMware,false,false,false,Enable VMware Cloud Foundation,No,Boolean,true|false,Public,VMware Team,,Private cloud platform,2025-12-03
security.tpm_version,Security,TPM 2.0,TPM 2.0,TPM 2.0,Trusted Platform Module version,Yes,String,TPM 1.2|TPM 2.0,Public,Security Team,,Secure boot foundation,2025-12-03
security.secure_boot_enabled,Security,true,true,true,UEFI Secure Boot configuration,Yes,Boolean,true|false,Public,Security Team,,Prevent unauthorized boot,2025-12-03
security.encryption_at_rest,Security,enabled,disabled,enabled,Data encryption at rest,Yes,String,enabled|disabled,Confidential,Security Team,,Hardware-accelerated encryption,2025-12-03
security.encryption_in_transit,Security,enabled,enabled,enabled,Data encryption in transit,Yes,String,enabled|disabled,Confidential,Security Team,,TLS for all communications,2025-12-03
security.firmware_security_mode,Security,strict,standard,strict,Firmware security enforcement,Yes,String,strict|standard|permissive,Confidential,Security Team,,Verified firmware only,2025-12-03
backup.solution,Operations,Dell PowerProtect Data Manager,Dell PowerProtect Data Manager,Dell PowerProtect Data Manager,Primary backup solution,Yes,String,Valid backup platform,Public,Backup Team,,Dell integrated backup,2025-12-03
backup.target_storage,Operations,Dell PowerProtect DD,Dell PowerProtect DD,Dell PowerProtect DD,Backup target storage,Yes,String,Valid storage target,Public,Backup Team,,Deduplication appliance,2025-12-03
backup.retention_policy,Operations,Daily-30d Monthly-12m,Daily-7d,Daily-30d Monthly-12m,Backup retention schedule,Yes,String,Valid retention policy,Public,Backup Team,,Compliance requirements,2025-12-03
backup.frequency,Operations,Daily incremental,Daily incremental,Daily incremental,Backup frequency schedule,Yes,String,Valid backup schedule,Public,Backup Team,,RTO/RPO requirements,2025-12-03
monitoring.solution,Monitoring,Dell CloudIQ,Dell CloudIQ,Dell CloudIQ,Primary monitoring platform,Yes,String,Valid monitoring tool,Public,Monitoring Team,,AI-driven insights,2025-12-03
monitoring.support_assist,Monitoring,enabled,enabled,enabled,Dell SupportAssist automation,Yes,String,enabled|disabled,Public,Support Team,,Automated case creation,2025-12-03
monitoring.secure_remote_services,Support,enabled,disabled,enabled,Dell Secure Remote Services,Yes,String,enabled|disabled,Confidential,Support Team,,Remote diagnostics,2025-12-03
support.prosupport_plus,Support,true,false,true,Dell ProSupport Plus coverage,Yes,Boolean,true|false,Confidential,Support Team,,24x7 mission critical,2025-12-03
operations.lifecycle_management,Operations,automated,manual,automated,Lifecycle management mode,Yes,String,automated|manual,Public,Operations,,VxRail LCM automation,2025-12-03
operations.patch_schedule,Operations,Monthly maintenance window,Quarterly,Monthly maintenance window,Patch management schedule,Yes,String,Valid schedule,Public,Operations,,Coordinated patching,2025-12-03
operations.capacity_threshold,Operations,80,85,80,Storage capacity alert threshold %,Yes,Integer,70-90,Public,Operations,,Trigger expansion planning,2025-12-03
operations.maintenance_window,Operations,Sunday 02:00-06:00 UTC,Saturday 02:00-06:00 UTC,Sunday 02:00-06:00 UTC,Weekly maintenance window,Yes,String,Valid time range,Public,Operations,,Minimal business impact,2025-12-03
dr.enabled,DR,true,false,true,Disaster recovery configuration,Yes,Boolean,true|false,Public,DR Team,,Business continuity,2025-12-03
dr.rpo_minutes,DR,15,n/a,15,Recovery Point Objective in minutes,No,Integer,5-60,Public,DR Team,,Near-synchronous replication,2025-12-03
dr.rto_hours,DR,4,n/a,4,Recovery Time Objective in hours,No,Integer,1-24,Public,DR Team,,Automated failover,2025-12-03
dr.purpose,DR,primary,lab,standby,Site purpose designation,Yes,String,primary|lab|standby,Public,Operations,,DR role,2025-12-03
dr.failover_mode,DR,manual,n/a,manual,Failover mode,Yes,String,manual|automatic,Public,Operations,,Manual for safety,2025-12-03
