#WIDTH:  45,14,50,50,50,45,8,12,27,14,14,12,30,12
#ALIGN:  left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
credentials.vault_url,Credentials,https://vault.example.com:8200,https://vault.example.com:8200,https://vault.example.com:8200,HashiCorp Vault server URL,Yes,String,Valid HTTPS URL,Confidential,Security,,Vault server endpoint,2025-12-03
credentials.vault_namespace,Credentials,aap-prod,aap-test,aap-dr,Vault namespace for secrets,Yes,String,Valid namespace,Confidential,Security,,Environment isolation,2025-12-03
credentials.cyberark_enabled,Credentials,false,false,false,Enable CyberArk integration,Yes,Boolean,true|false,Public,Security,,Alternative to Vault,2025-12-03
integration.servicenow_enabled,Integration,true,false,true,Enable ServiceNow integration,Yes,Boolean,true|false,Public,Operations,,ITSM integration,2025-12-03
integration.servicenow_instance,Integration,company.service-now.com,company.service-now.com,company.service-now.com,ServiceNow instance hostname,Yes,String,Valid hostname,Public,Operations,,ITSM instance,2025-12-03
integration.servicenow_username,Integration,aap_integration,aap_integration,aap_integration,ServiceNow integration user,Yes,String,Valid username,Confidential,Operations,,API access only,2025-12-03
integration.monitoring_webhook_url,Integration,https://monitoring.example.com/webhook,https://monitoring.example.com/webhook,https://monitoring.example.com/webhook,Monitoring webhook endpoint,Yes,String,Valid HTTPS URL,Confidential,Operations,,Event-driven triggers,2025-12-03
content.git_repo_url,Content,https://github.com/company/ansible-playbooks,https://github.com/company/ansible-playbooks,https://github.com/company/ansible-playbooks,Playbook Git repository URL,Yes,String,Valid Git URL,Public,DevOps,,Automation content,2025-12-03
content.git_branch_prod,Content,main,develop,main,Production Git branch,Yes,String,Valid branch name,Public,DevOps,,Production content,2025-12-03
content.sync_interval_minutes,Content,5,5,5,Project sync interval in minutes,Yes,Integer,1-60,Public,DevOps,,Auto-sync from Git,2025-12-03
content.execution_environments,Content,"[""ee-base"", ""ee-network"", ""ee-cloud""]","[""ee-base"", ""ee-network""]","[""ee-base"", ""ee-network"", ""ee-cloud""]",Execution environment images,Yes,List(String),Valid EE names,Public,DevOps,,Container images for jobs,2025-12-03
monitoring.log_aggregator_enabled,Monitoring,true,true,true,Enable log aggregation,Yes,Boolean,true|false,Public,Operations,,Centralized logging,2025-12-03
monitoring.log_aggregator_host,Monitoring,splunk.example.com,splunk.example.com,splunk.example.com,Log aggregator hostname,Yes,String,Valid hostname,Public,Operations,,Splunk/ELK endpoint,2025-12-03
monitoring.log_aggregator_port,Monitoring,9997,9997,9997,Log aggregator port,Yes,Integer,1024-65535,Public,Operations,,Splunk forwarder port,2025-12-03
monitoring.log_aggregator_type,Monitoring,splunk,splunk,splunk,Log aggregator type,Yes,String,splunk|logstash|other,Public,Operations,,Logging backend,2025-12-03
monitoring.pagerduty_enabled,Monitoring,true,false,true,Enable PagerDuty integration,Yes,Boolean,true|false,Public,Operations,,Job failure alerts,2025-12-03
monitoring.insights_enabled,Monitoring,true,true,true,Enable Red Hat Insights,Yes,Boolean,true|false,Public,Operations,,Platform health reporting,2025-12-03
performance.max_concurrent_jobs,Performance,100,25,100,Maximum concurrent job executions,Yes,Integer,10-500,Public,Operations,,Scale with nodes,2025-12-03
performance.job_timeout_seconds,Performance,3600,3600,3600,Default job timeout in seconds,Yes,Integer,60-86400,Public,Operations,,1 hour default,2025-12-03
performance.forks_default,Performance,5,5,5,Default Ansible forks,Yes,Integer,1-50,Public,Operations,,Parallel task execution,2025-12-03
performance.job_event_buffer_seconds,Performance,5,5,5,Job event buffer interval,Yes,Integer,1-60,Public,Operations,,Event batching,2025-12-03
inventory.managed_server_count,Inventory,500,100,500,Number of managed servers,Yes,Integer,Positive integer,Public,Operations,,Linux and Windows,2025-12-03
inventory.managed_network_count,Inventory,100,20,100,Number of managed network devices,Yes,Integer,Positive integer,Public,Operations,,Cisco Juniper Arista,2025-12-03
inventory.dynamic_inventory_enabled,Inventory,true,true,true,Enable dynamic inventory sources,Yes,Boolean,true|false,Public,Operations,,AWS Azure VMware inventory,2025-12-03
inventory.smart_inventory_enabled,Inventory,true,true,true,Enable smart inventories,Yes,Boolean,true|false,Public,Operations,,Dynamic host grouping,2025-12-03
rbac.default_organization,RBAC,Default,Default,Default,Default organization name,Yes,String,Valid org name,Public,Security,,Primary organization,2025-12-03
rbac.admin_team,RBAC,Platform-Admins,Platform-Admins,Platform-Admins,Admin team name,Yes,String,Valid team name,Public,Security,,Full platform access,2025-12-03
rbac.operator_team,RBAC,Operators,Operators,Operators,Operator team name,Yes,String,Valid team name,Public,Security,,Job execution access,2025-12-03
rbac.auditor_team,RBAC,Auditors,Auditors,Auditors,Auditor team name,Yes,String,Valid team name,Public,Security,,Read-only access,2025-12-03
backup.enabled,Operations,true,false,true,Enable automated backups,Yes,Boolean,true|false,Public,Operations,,Platform data protection,2025-12-03
backup.schedule_cron,Operations,"0 2 * * *","0 2 * * *","0 2 * * *",Backup schedule in cron format,Yes,String,Valid cron expression,Public,Operations,,Daily at 2 AM,2025-12-03
backup.retention_days,Operations,30,7,30,Backup retention in days,Yes,Integer,7-365,Public,Operations,,30 days for compliance,2025-12-03
backup.s3_bucket,Operations,aap-prod-backups,aap-test-backups,aap-dr-backups,S3 bucket for backup storage,Yes,String,Valid S3 bucket name,Public,Operations,,Offsite backup storage,2025-12-03
dr.enabled,DR,true,false,true,Enable DR infrastructure,Yes,Boolean,true|false,Public,Operations,,Master DR toggle,2025-12-03
dr.strategy,DR,ACTIVE_PASSIVE,BACKUP_ONLY,ACTIVE_PASSIVE,DR strategy,Yes,String,ACTIVE_PASSIVE|ACTIVE_ACTIVE|BACKUP_ONLY,Public,Operations,,Recovery approach,2025-12-03
dr.rto_hours,DR,4,8,4,Recovery Time Objective in hours,Yes,Integer,Positive integer,Public,Operations,,Target recovery time,2025-12-03
dr.rpo_hours,DR,1,24,1,Recovery Point Objective in hours,Yes,Integer,Positive integer,Public,Operations,,Max data loss window,2025-12-03
dr.db_replication_enabled,DR,true,false,false,Enable database replication,Yes,Boolean,true|false,Public,Operations,,Cross-region DB sync,2025-12-03
ownership.cost_center,Project,CC-AAP-001,CC-AAP-001,CC-AAP-001,Cost center for billing,Yes,String,Valid cost center,Public,Finance,,Budget tracking,2025-12-03
ownership.owner_email,Project,automation-team@example.com,automation-team@example.com,automation-team@example.com,Owner email for notifications,Yes,String,Valid email,Confidential,Operations,,Team notifications,2025-12-03
ownership.project_code,Project,PRJ-AAP-2025,PRJ-AAP-2025,PRJ-AAP-2025,Project code for tracking,Yes,String,Valid string,Public,Finance,,Project tracking,2025-12-03
budget.enabled,Best Practices,true,false,true,[Cost Optimization] Enable budget tracking,Yes,Boolean,true|false,Public,Operations,,Proactive cost monitoring,2025-12-03
budget.monthly_amount_usd,Best Practices,15000,5000,15000,[Cost Optimization] Monthly budget limit in USD,Yes,Integer,Valid integer,Public,Operations,,Based on SOW estimates,2025-12-03
budget.alert_thresholds,Best Practices,"[50, 80, 100]","[80, 100]","[50, 80, 100]",[Cost Optimization] Budget alert thresholds (%),Yes,List(Number),0-100,Public,Operations,,Multi-tier alerts,2025-12-03
