Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
SEC-002,Security & Compliance,Sensitive Data,What types of sensitive data will the system handle?,"Sensitive data types: PII, PHI, Financial data, Credit card numbers, SSNs, Intellectual property","",Data protection and masking requirements
SEC-003,Security & Compliance,Compliance Standards,What compliance standards must be met?,"Common standards: SOC 2, ISO 27001, HIPAA, PCI DSS, GDPR, FedRAMP, CCPA, industry-specific standards","",Compliance controls and audit requirements
SEC-004,Security & Compliance,Authentication,What are your authentication and authorization requirements?,"Options: SSO (SAML/OIDC), MFA required, Role-based access control, IAM integration, Certificate-based auth","",Identity and access management needs
SEC-005,Security & Compliance,Encryption,What encryption requirements apply?,"Requirements: Encryption at rest (AES-256), Encryption in transit (TLS 1.2+), Key management, Field-level encryption","",Security architecture and encryption strategy
SEC-006,Security & Compliance,Audit Logging,What audit and logging requirements do you have?,"Requirements: Access logs, Change logs, Audit trails, Compliance reporting, Log retention period","",Audit trail and compliance reporting needs
SEC-007,Security & Compliance,Data Residency,Do you require data residency in specific regions?,"Specify regions or countries; affects deployment architecture","",Geographic data sovereignty requirements
SEC-008,Security & Compliance,Network Security,What network security requirements apply?,"Requirements: VPN, Private connectivity, Network segmentation, Firewall rules, IP whitelisting","",Network security architecture and controls
OPS-001,Operations & Support,RTO/RPO,What are your Recovery Time Objective (RTO) and Recovery Point Objective (RPO)?,"RTO: Maximum acceptable downtime, RPO: Maximum acceptable data loss in time","",Disaster recovery architecture requirements
OPS-002,Operations & Support,Disaster Recovery,What are your disaster recovery and business continuity requirements?,"Consider: multi-region deployment, backup strategy, failover procedures","",Business continuity and resilience needs
OPS-003,Operations & Support,Support Coverage,What support coverage do you require?,"Options: Business hours (8x5), Extended (24x5), Full (24x7)","",Support staffing and cost planning
OPS-004,Operations & Support,Monitoring,What monitoring and alerting is required?,"Requirements: Performance metrics, Error notifications, Dashboards, Alerting thresholds, On-call procedures","",Operational visibility and incident response
OPS-005,Operations & Support,Backup,What backup and disaster recovery procedures are required?,"Specify backup frequency, retention period, recovery procedures, testing requirements","",Backup strategy and data protection
OPS-006,Operations & Support,Workflow Processing,What are the key workflow steps in the solution?,"Describe end-to-end process flow, decision points, and integrations","",Process flow and workflow requirements
OPS-007,Operations & Support,Error Handling,How should errors and exceptions be handled?,"Options: Automatic retry, Manual review queue, Email notification, API callback, Dead letter queue","",Error handling and exception management
OPS-008,Operations & Support,Notifications,What notifications or alerts are needed?,"Examples: Processing complete, Errors detected, Threshold exceeded, SLA breach, Security events","",Notification and alerting requirements
OPS-009,Operations & Support,Automation,What manual processes should be automated?,"List manual tasks that could be automated to improve efficiency","",Automation opportunities and requirements
OPS-010,Operations & Support,Maintenance Windows,What maintenance windows are available?,"Days and times when downtime is acceptable for updates and maintenance","",Impacts patching and upgrade scheduling
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this project?,"Name, role, contact information, time commitment","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for this project?,"List team members, roles, and time commitment (hours per week)","",Resource planning and timeline feasibility
IMPL-003,Implementation Planning,Technical Skills,What are the skill levels of your technical team?,"Typical levels: Beginner, Intermediate, Advanced, Expert. List skills by technology area","",Training needs assessment and planning
IMPL-004,Implementation Planning,Migration Approach,What is your preferred implementation approach?,"Options: Phased migration, Big bang cutover, Pilot then scale, Parallel run, Greenfield","",Implementation strategy and risk mitigation
IMPL-005,Implementation Planning,Parallel Run,Do you require a parallel run period with existing systems?,"Specify duration if needed (e.g., 1 month, 3 months)","",Implementation timeline and validation approach
IMPL-006,Implementation Planning,Change Management,How do you typically handle technology changes?,"Consider communication strategy, training approach, user adoption, change resistance","",Change readiness and management strategy
IMPL-007,Implementation Planning,Training Needs,What training and support will be needed?,"Types: Admin training, End-user training, Train-the-trainer, Documentation, Hands-on labs","",Knowledge transfer scope and timeline
IMPL-008,Implementation Planning,Testing Requirements,What user acceptance testing (UAT) approach do you prefer?,"Options: Internal UAT, Pilot users, Full user group, Staged rollout","",Testing and validation requirements
IMPL-009,Implementation Planning,Approval Process,What approval processes are required for changes?,"Describe change control board, stakeholder approvals, sign-off requirements","",Change approval and governance process
IMPL-010,Implementation Planning,Communication,How do you prefer project communication?,"Common channels: Email, Slack, Teams, Weekly meetings, Bi-weekly meetings, Monthly meetings, Status reports","",Communication preferences and frequency
IMPL-011,Implementation Planning,Decision Authority,Who has final approval authority for this project?,"Name and role of executive sponsor or decision maker","",Decision authority and escalation path
IMPL-012,Implementation Planning,Future Integrations,What future integrations might be needed?,"Consider upcoming systems, planned expansions, strategic roadmap","",Future integration planning and architecture
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about this implementation?,"Consider: technology risk, organizational change, budget overrun, timeline delays, vendor lock-in","",Primary implementation concerns and risks
RISK-002,Risk & Constraints,Failure Factors,What could cause this project to fail?,"Consider: lack of executive support, poor data quality, insufficient resources, unclear requirements, scope creep","",Failure mode analysis and prevention
RISK-003,Risk & Constraints,Business Risks,What business risks are you trying to mitigate with this project?,"Consider: competitive pressure, regulatory changes, customer demands, market shifts","",Business risk factors and mitigation
RISK-004,Risk & Constraints,Technical Risks,What technical risks are you most concerned about?,"Consider: integration complexity, performance issues, data migration, security vulnerabilities, technical debt","",Technical risk factors and mitigation strategies
RISK-005,Risk & Constraints,Organizational Risks,What organizational challenges do you anticipate?,"Consider: resistance to change, skill gaps, resource constraints, competing priorities","",Change management and organizational risks
RISK-006,Risk & Constraints,Dependencies,What external dependencies exist for this project?,"Examples: Third-party approvals, Other projects, Procurement timelines, Vendor availability, Budget cycles","",Project dependencies and critical path
RISK-007,Risk & Constraints,Constraints,What constraints must the solution work within?,"Consider: budget limits, timeline, technology standards, regulatory requirements, organizational policies","",Solution design boundaries and constraints
RISK-008,Risk & Constraints,Human Review,Do you need human-in-the-loop review for critical decisions?,"Options: Always required, Only for low confidence, Only for exceptions, Never needed","",Human oversight and governance requirements
