Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
OPS-008,Operations & Support,Training Needs,What training do your teams need for OpenShift?,"Training types: Developer training, Administrator training, Security training, Architecture training",,Skills development and enablement
TECH-021,Technical Requirements,External Systems,What external systems need to integrate with applications on OpenShift?,"Integration types: Databases, APIs, Message queues, Legacy systems, SaaS applications",,Integration scope and complexity
TECH-022,Technical Requirements,Service Dependencies,What shared services do applications require?,"Shared services: LDAP/AD, DNS, SMTP, Proxy servers, NTP, Syslog",,Infrastructure dependency mapping
TECH-023,Technical Requirements,API Management,Do you need API management capabilities?,"API management: 3scale API Management (Red Hat), Kong, Apigee, AWS API Gateway, None",,API gateway and developer portal needs
TECH-024,Technical Requirements,Message Queues,What messaging systems do you use?,"Message systems: Kafka, RabbitMQ, ActiveMQ, AWS SQS/SNS, Azure Service Bus",,Async messaging and event streaming
TECH-025,Technical Requirements,Observability Integration,How should OpenShift integrate with existing monitoring/logging?,"Integration methods: Forward logs to existing SIEM, Export metrics to enterprise monitoring, Standalone monitoring",,Enterprise observability platform integration
OPS-009,Operations & Support,Licensing Model,What OpenShift licensing model do you prefer?,"License types: OpenShift Platform (base), OpenShift Platform Plus (includes ACM ODF ACS), Core-based, Cluster-based",,Licensing structure and features
OPS-010,Operations & Support,Subscription Term,What subscription term do you prefer?,"Terms: Annual subscription, 3-year commitment, Enterprise Agreement",,Contract term and pricing
OPS-011,Operations & Support,Infrastructure Costs,Do you have existing infrastructure or need new hardware/VMs?,"Infrastructure: Existing capacity available, Need new servers/VMs, Cloud infrastructure (IaaS), Managed service (ROSA/ARO)",,Infrastructure investment requirements
OPS-012,Operations & Support,Professional Services,What professional services do you need?,"Services: Architecture design, Implementation, Migration assistance, Training, Ongoing support",,Services scope and budget allocation
OPS-013,Operations & Support,Cost Optimization,What are your priorities for cost optimization?,"Cost priorities: Right-sizing workloads, Autoscaling, Spot/preemptible instances, Reserved capacity, Multi-tenancy",,Cost management strategy
IMPL-001,Implementation Planning,Project Lead,Who will be the technical lead for this project?,"Name, role, contact information",,Technical ownership
IMPL-002,Implementation Planning,Team Availability,What internal resources are available?,"Team members, roles, time commitment",,Resource planning
IMPL-003,Implementation Planning,Experience Level,What is your team experience with this technology?,"Levels: None, Basic, Intermediate, Advanced, Expert",,Training needs
IMPL-004,Implementation Planning,Migration Approach,What is your preferred migration approach?,"Options: Phased, Pilot then scale, Big bang, Parallel run",,Implementation strategy
IMPL-005,Implementation Planning,Timeline,What is your expected implementation timeline?,Specify key milestones and deadlines,,Project schedule
IMPL-006,Implementation Planning,Change Management,How will you handle the transition?,"Communication, training, rollout plan",,User adoption
IMPL-007,Implementation Planning,Training Needs,What training will be needed?,"Admin training, End-user training, Documentation",,Knowledge transfer
IMPL-008,Implementation Planning,Testing,What testing approach do you prefer?,"Options: Internal UAT, Pilot users, Staged rollout",,Validation requirements
