Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-016,Technical Requirements,IoT Devices,Do you have IoT devices requiring wireless connectivity?,"Common IoT: Sensors, Cameras, Building automation, Medical devices, Asset tracking","",IoT segmentation and management
TECH-017,Technical Requirements,Location Services,Do you need indoor location tracking?,"Use cases: Wayfinding, Asset tracking, People counting, Occupancy analytics, Contact tracing","",Virtual Bluetooth LE (vBLE) requirements
TECH-018,Technical Requirements,Analytics,What wireless analytics capabilities do you need?,"Analytics: User engagement, Application usage, Presence analytics, Heatmaps, Dwell time","",Mist Premium Analytics requirements
SEC-001,Security & Compliance,Wireless Security,What wireless security standards must you meet?,"Standards: WPA2, WPA3, 802.1X, MAC filtering, Rogue AP detection","",Security policy and requirements
SEC-002,Security & Compliance,Network Segmentation,Do you need wireless network segmentation?,"Segmentation: Guest isolation, IoT isolation, Corporate separation, Role-based access","",VLAN and security zone architecture
SEC-003,Security & Compliance,Compliance Standards,What compliance frameworks must the wireless network support?,"Common standards: PCI DSS, HIPAA, SOC 2, ISO 27001, NIST, FedRAMP","",Compliance controls and audit requirements
SEC-004,Security & Compliance,Rogue Detection,Do you need rogue AP and client detection?,"Capabilities: Wireless intrusion detection, Rogue AP containment, Client isolation","",Wireless security monitoring requirements
SEC-005,Security & Compliance,Encryption,What encryption requirements apply?,"Requirements: WPA3 (AES-256), 802.1X with EAP-TLS, Certificate management","",Wireless encryption standards
SEC-006,Security & Compliance,Access Control,What access control policies are required?,"Policies: Role-based access, Time-based access, Location-based access, Device posture","",Dynamic policy enforcement requirements
SEC-007,Security & Compliance,Data Privacy,What data privacy requirements do you have?,"Privacy: User tracking consent, Data retention policies, GDPR compliance, Anonymization","",Privacy and regulatory compliance
OPS-001,Operations & Support,Uptime Requirements,What uptime requirements do you have for wireless services?,"Common targets: 99%, 99.5%, 99.9%, 99.95%, 99.99%","",SLA requirements and redundancy design
OPS-002,Operations & Support,Support Coverage,What support coverage do you require?,"Options: Business hours (8x5), Extended (24x5), Full (24x7)","",Support staffing and escalation
OPS-003,Operations & Support,Troubleshooting,How do you currently troubleshoot wireless issues?,"Current process: Packet captures, AP logs, Controller diagnostics, User reports, Site visits","",AI-driven troubleshooting value proposition
OPS-004,Operations & Support,Monitoring,What monitoring and alerting is required?,"Requirements: Uptime metrics, Performance dashboards, Anomaly alerts, Client experience scores","",Operational visibility and proactive monitoring
OPS-005,Operations & Support,Change Management,What is your process for wireless configuration changes?,"Describe: Change windows, Approval process, Testing requirements, Rollback procedures","",Configuration management and automation
OPS-006,Operations & Support,Helpdesk Integration,Do you need integration with helpdesk/ITSM systems?,"Systems: ServiceNow, Jira Service Desk, Zendesk, Email ticketing","",Incident management integration
OPS-007,Operations & Support,Network Documentation,What documentation do you require?,"Types: As-built RF maps, AP placement diagrams, Configuration guides, Troubleshooting runbooks","",Documentation deliverables
OPS-008,Operations & Support,Marvis AI,Are you interested in AI-driven network troubleshooting?,"Marvis capabilities: Conversational AI, Proactive anomaly detection, Root cause analysis, Self-healing","",Virtual network assistant adoption
AI-001,AI & Automation,AI Operations,What network operations tasks consume the most time?,"Common tasks: Troubleshooting, RF optimization, Configuration changes, Client diagnostics, Capacity planning","",AIOps value proposition and use cases
AI-002,AI & Automation,Predictive Analytics,Do you want predictive network insights?,"Insights: Anomaly detection before user impact, Capacity forecasting, Performance trends, Client experience prediction","",Mist AI capabilities requirements
AI-003,AI & Automation,Automation,What network tasks would you like to automate?,"Tasks: RF optimization, Channel selection, Power adjustment, Client steering, Configuration deployment","",AI-driven automation requirements
AI-004,AI & Automation,User Experience,How do you measure wireless user experience today?,"Current metrics: Speed tests, Helpdesk tickets, User surveys, AP uptime, Coverage maps","",Client experience SLE tracking
AI-005,AI & Automation,SLE Tracking,What Service Level Expectations (SLEs) matter most?,"SLEs: Successful connects, Time to connect, Throughput, Roaming, Capacity","",SLE definition and monitoring requirements
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this wireless project?,"Name, role, contact information","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for wireless deployment?,"List team members, roles, and time commitment (hours per week)","",Resource planning and project timeline feasibility
IMPL-003,Implementation Planning,Juniper Experience,What is your team's experience with Mist/Juniper wireless?,"Experience levels: No experience, Basic knowledge, Intermediate, Advanced, Expert","",Training needs assessment and knowledge transfer
IMPL-004,Implementation Planning,Deployment Approach,What is your preferred deployment approach?,"Options: Phased by building/floor, Pilot then rollout, Big bang replacement, Parallel run with cutover","",Implementation strategy and risk mitigation
IMPL-005,Implementation Planning,Site Survey,Do you need a professional RF site survey?,"Survey types: Predictive (design), Pre-deployment (validation), Post-deployment (verification)","",Site survey requirements and AP placement
IMPL-006,Implementation Planning,Cabling,What cabling infrastructure exists for APs?,"Describe: Cat6/Cat6a, PoE capacity, Drop ceiling access, Plenum requirements","",Physical installation requirements
IMPL-007,Implementation Planning,PoE Capacity,What PoE switch infrastructure do you have?,"PoE standards: 802.3af (15.4W), 802.3at (25.5W), 802.3bt (60-90W for Wi-Fi 6E)","",Power infrastructure and switch upgrades
IMPL-008,Implementation Planning,Cutover Strategy,What is your preferred AP cutover strategy?,"Options: Off-hours replacement, Weekend deployment, Staged building-by-building, Zero-downtime overlap","",Migration planning and business continuity
IMPL-009,Implementation Planning,Testing Requirements,What testing approach do you require?,"Types: RF validation, Client connectivity, Roaming, Application performance, Throughput validation","",Testing and validation requirements
IMPL-010,Implementation Planning,Training Needs,What training will be needed for IT staff?,"Types: Mist dashboard training, Marvis AI usage, Troubleshooting, RF fundamentals, Best practices","",Knowledge transfer scope and timeline
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about wireless infrastructure migration?,"Consider: Downtime risk, Coverage gaps, Performance issues, Budget overruns, Timeline delays","",Primary implementation concerns and risk factors
RISK-002,Risk & Constraints,Failure Factors,What could cause this wireless project to fail?,"Consider: Poor RF planning, Inadequate testing, Resource constraints, User resistance, Integration issues","",Failure mode analysis and mitigation planning
RISK-003,Risk & Constraints,Coverage Risks,What are your concerns about achieving complete coverage?,"Consider: Building materials, Outdoor areas, Interference sources, Legacy client support","",RF design and coverage validation
RISK-004,Risk & Constraints,Performance Risks,What performance risks worry you most?,"Consider: User density, High-bandwidth applications, IoT device volume, Interference, Capacity limits","",Capacity planning and performance validation
RISK-005,Risk & Constraints,Dependencies,What external dependencies exist for this project?,"Examples: Cabling contractors, Electricians, PoE switch procurement, Building access approvals","",Project dependencies and critical path items
RISK-006,Risk & Constraints,Constraints,What constraints must the solution work within?,"Consider: Budget limits, Timeline, Building restrictions, Aesthetic requirements, IT policies","",Solution design boundaries and constraints
