#WIDTH:  45,14,30,30,30,45,8,12,27,14,14,12,30,12
#ALIGN:  left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
slurm.accounting_db,Workload Management,slurm_acct_db,slurm_acct_db,slurm_acct_db,Slurm accounting database name,Yes,String,Valid database name,Public,AI Operations,Job accounting,MySQL/MariaDB,2025-12-04
slurm.fairshare_enabled,Workload Management,true,true,true,Enable Slurm fair-share scheduling,Yes,Boolean,true|false,Public,AI Operations,Multi-user fairness,Priority scheduling,2025-12-04
bcm.enabled,Base Command Manager,true,false,true,Enable Base Command Manager,Yes,Boolean,true|false,Public,AI Operations,Cluster management,Enterprise management,2025-12-04
bcm.server_ip,Base Command Manager,10.100.0.20,10.110.0.20,10.120.0.20,BCM server management IP,Yes,String,Valid IPv4,Confidential,AI Operations,Network connectivity,Management node,2025-12-04
bcm.version,Base Command Manager,2.4,2.4,2.4,Base Command Manager version,Yes,String,Valid BCM version,Public,AI Operations,API compatibility,Latest stable,2025-12-04
bcm.admin_user,Base Command Manager,bcm_admin,bcm_admin,bcm_admin,BCM administrative username,Yes,String,Valid username,Confidential,Security Team,BCM setup,Initial admin account,2025-12-04
bcm.admin_password,Base Command Manager,[vault:bcm_admin_password_prod],[vault:bcm_admin_password_test],[vault:bcm_admin_password_dr],BCM admin password,Yes,String,Min 12 characters,Secret,Security Team,bcm.admin_user,Stored in Ansible Vault,2025-12-04
software.nvidia_driver_version,Software Stack,550.54.14,550.54.14,550.54.14,NVIDIA GPU driver version,Yes,String,Valid driver version,Public,Software Team,CUDA compatibility,Production driver,2025-12-04
software.cuda_version,Software Stack,12.4,12.4,12.4,CUDA toolkit version,Yes,String,Valid CUDA version,Public,Software Team,GPU compatibility,Latest stable,2025-12-04
software.cudnn_version,Software Stack,9.0.0,9.0.0,9.0.0,cuDNN library version,Yes,String,Valid cuDNN version,Public,Software Team,software.cuda_version,Deep learning ops,2025-12-04
software.nccl_version,Software Stack,2.21.5,2.21.5,2.21.5,NCCL communication library version,Yes,String,Valid NCCL version,Public,Software Team,Multi-GPU comm,Latest performance,2025-12-04
software.dgx_os_version,Software Stack,6.2.0,6.2.0,6.2.0,DGX OS version,Yes,String,Valid DGX OS version,Public,Software Team,Driver support,Ubuntu-based,2025-12-04
software.mlnx_ofed_version,Software Stack,23.10-3.2.2.0,23.10-3.2.2.0,23.10-3.2.2.0,Mellanox OFED driver version,Yes,String,Valid MLNX OFED,Public,Software Team,InfiniBand support,Latest stable,2025-12-04
containers.ngc_registry,Containers,nvcr.io,nvcr.io,nvcr.io,NVIDIA NGC container registry URL,Yes,String,Valid registry URL,Public,AI Team,Container deployment,Official containers,2025-12-04
containers.pytorch_tag,Containers,24.08-py3,24.08-py3,24.08-py3,PyTorch NGC container tag,Yes,String,Valid container tag,Public,AI Team,Model development,Latest optimized,2025-12-04
containers.tensorflow_tag,Containers,24.08-tf2-py3,24.08-tf2-py3,24.08-tf2-py3,TensorFlow NGC container tag,Yes,String,Valid container tag,Public,AI Team,Model development,TF 2.x optimized,2025-12-04
containers.jax_tag,Containers,24.08-py3,24.08-py3,24.08-py3,JAX NGC container tag,Yes,String,Valid container tag,Public,AI Team,Model development,XLA backend,2025-12-04
containers.triton_tag,Containers,24.08-py3,24.08-py3,24.08-py3,Triton Inference Server tag,Yes,String,Valid container tag,Public,AI Team,Model serving,Inference optimization,2025-12-04
containers.nemo_tag,Containers,24.08,24.08,24.08,NeMo framework container tag,Yes,String,Valid container tag,Public,AI Team,LLM training,Foundation models,2025-12-04
development.jupyter_enabled,Development,true,true,true,Enable JupyterHub for interactive dev,Yes,Boolean,true|false,Public,AI Team,Data science workflow,GPU-enabled notebooks,2025-12-04
development.jupyter_port,Development,8888,8888,8888,JupyterHub port,Yes,Integer,1024-65535,Public,AI Team,Network access,Standard Jupyter port,2025-12-04
development.tensorboard_enabled,Development,true,true,true,Enable TensorBoard visualization,Yes,Boolean,true|false,Public,AI Team,Training monitoring,Metrics visualization,2025-12-04
development.tensorboard_port,Development,6006,6006,6006,TensorBoard port,Yes,Integer,1024-65535,Public,AI Team,Network access,Standard TB port,2025-12-04
mlops.mlflow_enabled,MLOps,true,true,true,Enable MLflow experiment tracking,Yes,Boolean,true|false,Public,MLOps Team,Model lifecycle,Experiment management,2025-12-04
mlops.mlflow_server_ip,MLOps,10.100.0.30,10.110.0.30,10.120.0.30,MLflow tracking server IP,Yes,String,Valid IPv4,Confidential,MLOps Team,Network connectivity,Central tracking,2025-12-04
mlops.mlflow_port,MLOps,5000,5000,5000,MLflow server port,Yes,Integer,1024-65535,Public,MLOps Team,,Standard MLflow port,2025-12-04
mlops.mlflow_artifact_path,MLOps,/shared/mlflow/artifacts,/shared/mlflow/artifacts,/shared/mlflow/artifacts,MLflow artifact storage path,Yes,String,Valid path,Public,MLOps Team,storage.mount_path,Model storage,2025-12-04
monitoring.prometheus_enabled,Monitoring,true,true,true,Enable Prometheus monitoring,Yes,Boolean,true|false,Public,Operations,Metrics collection,GPU metrics,2025-12-04
monitoring.prometheus_server_ip,Monitoring,10.100.0.40,10.110.0.40,10.120.0.40,Prometheus server IP,Yes,String,Valid IPv4,Confidential,Operations,Network connectivity,Metrics aggregation,2025-12-04
monitoring.grafana_enabled,Monitoring,true,true,true,Enable Grafana dashboards,Yes,Boolean,true|false,Public,Operations,Visualization,Pre-built dashboards,2025-12-04
monitoring.grafana_server_ip,Monitoring,10.100.0.41,10.110.0.41,10.120.0.41,Grafana server IP,Yes,String,Valid IPv4,Confidential,Operations,Network connectivity,Dashboard server,2025-12-04
monitoring.dcgm_exporter_enabled,Monitoring,true,true,true,Enable NVIDIA DCGM metrics export,Yes,Boolean,true|false,Public,Operations,GPU monitoring,Real-time metrics,2025-12-04
monitoring.gpu_util_alert_threshold,Monitoring,95,90,95,GPU utilization alert threshold %,Yes,Integer,80-99,Public,Operations,Resource optimization,High util alert,2025-12-04
monitoring.gpu_temp_alert_threshold,Monitoring,83,80,83,GPU temperature alert threshold C,Yes,Integer,75-85,Public,Operations,Thermal management,Throttle prevention,2025-12-04
monitoring.gpu_memory_alert_threshold,Monitoring,95,90,95,GPU memory usage alert threshold %,Yes,Integer,80-99,Public,Operations,Memory management,OOM prevention,2025-12-04
monitoring.syslog_server,Monitoring,10.100.0.42,10.110.0.42,10.120.0.42,Centralized syslog server IP,Yes,String,Valid IPv4,Confidential,Operations,Log aggregation,Central logging,2025-12-04
monitoring.syslog_port,Monitoring,514,514,514,Syslog UDP port,Yes,Integer,1-65535,Public,Operations,Firewall rules,Standard syslog port,2025-12-04
security.ldap_enabled,Security,true,true,true,Enable LDAP user authentication,Yes,Boolean,true|false,Confidential,Security Team,User management,Central auth,2025-12-04
security.ldap_server_primary,Security,10.100.2.10,10.110.2.10,10.120.2.10,Primary LDAP server IP,Yes,String,Valid IPv4,Confidential,Security Team,Network connectivity,AD integration,2025-12-04
security.ldap_server_secondary,Security,10.100.2.11,10.110.2.11,10.120.2.11,Secondary LDAP server IP,No,String,Valid IPv4,Confidential,Security Team,Network connectivity,LDAP failover,2025-12-04
security.ldap_base_dn,Security,"DC=client,DC=local","DC=test,DC=local","DC=client,DC=local",LDAP base distinguished name,Yes,String,Valid DN format,Confidential,Security Team,integrations.ldap,Organization unit,2025-12-04
security.ldap_bind_user,Security,svc_dgx_ldap,svc_dgx_ldap_test,svc_dgx_ldap_dr,LDAP bind username,Yes,String,Valid username,Confidential,Security Team,AD account,Service account,2025-12-04
security.ldap_bind_password,Security,[vault:ldap_bind_password_prod],[vault:ldap_bind_password_test],[vault:ldap_bind_password_dr],LDAP bind password,Yes,String,Min 12 characters,Secret,Security Team,,Stored in Ansible Vault,2025-12-04
security.ssh_key_auth_only,Security,true,true,true,Enforce SSH key authentication only,Yes,Boolean,true|false,Public,Security Team,Secure access,Disable passwords,2025-12-04
security.firewall_policy,Security,restrictive,standard,restrictive,Network firewall configuration,Yes,String,restrictive|standard,Confidential,Security Team,Network security,Minimal surface,2025-12-04
security.root_ssh_enabled,Security,false,true,false,Allow root SSH login,Yes,Boolean,true|false,Public,Security Team,Security hardening,Disable for production,2025-12-04
operations.backup_enabled,Operations,true,true,true,Enable automated backups,Yes,Boolean,true|false,Public,Operations,Data protection,Config and data backup,2025-12-04
operations.backup_retention_days,Operations,90,30,90,Backup retention period in days,Yes,Integer,30-365,Public,Operations,Storage capacity,Compliance req,2025-12-04
operations.backup_schedule,Operations,0 2 * * *,0 3 * * *,0 2 * * *,Daily backup schedule (cron),Yes,String,Valid cron expression,Public,Operations,Backup strategy,2 AM UTC,2025-12-04
operations.maintenance_window,Operations,Sunday 02:00-06:00 UTC,Sunday 02:00-06:00 UTC,Sunday 02:00-06:00 UTC,Weekly maintenance window,Yes,String,Valid time range,Public,Operations,Minimal disruption,Low-usage period,2025-12-04
operations.ntp_server_primary,Operations,10.100.4.10,10.110.4.10,10.120.4.10,Primary NTP server IP,Yes,String,Valid IPv4,Confidential,Operations,Time sync,Critical for distributed,2025-12-04
operations.ntp_server_secondary,Operations,10.100.4.11,10.110.4.11,10.120.4.11,Secondary NTP server IP,No,String,Valid IPv4,Confidential,Operations,Time sync,NTP failover,2025-12-04
operations.dns_server_primary,Operations,10.100.5.10,10.110.5.10,10.120.5.10,Primary DNS server IP,Yes,String,Valid IPv4,Confidential,Operations,Name resolution,Internal DNS,2025-12-04
operations.dns_server_secondary,Operations,10.100.5.11,10.110.5.11,10.120.5.11,Secondary DNS server IP,No,String,Valid IPv4,Confidential,Operations,Name resolution,DNS failover,2025-12-04
support.nvidia_support_level,Support,Enterprise,Enterprise,Enterprise,NVIDIA support contract level,Yes,String,Enterprise|Priority,Confidential,Support Team,Critical workloads,24x7 support,2025-12-04
support.support_response_sla_hr,Support,4,8,4,Critical issue response SLA in hours,Yes,Integer,4-24,Public,Support Team,Incident response,Hardware issues,2025-12-04
support.support_email,Support,dgx-support@client.local,dgx-support@client.local,dgx-support@client.local,Support notification email,Yes,String,Valid email,Confidential,Support Team,Alert notifications,NOC distribution,2025-12-04
dr.enabled,DR,true,false,true,Disaster recovery enabled,Yes,Boolean,true|false,Public,DR Team,Business continuity,Phase 2 option,2025-12-04
dr.replication_enabled,DR,true,false,true,Enable cross-site replication,Yes,Boolean,true|false,Public,DR Team,Data protection,Storage replication,2025-12-04
dr.rpo_hours,DR,24,48,24,Recovery Point Objective in hours,Yes,Integer,1-48,Public,DR Team,Data loss tolerance,Target RPO,2025-12-04
dr.rto_hours,DR,4,8,4,Recovery Time Objective in hours,Yes,Integer,1-24,Public,DR Team,Recovery time,Target RTO,2025-12-04
facilities.power_capacity_kw,Facilities,500,250,500,Total power capacity in kW,Yes,Integer,200-1000,Public,Facilities Team,Infrastructure,Per 8 DGX nodes,2025-12-04
facilities.cooling_capacity_kw,Facilities,500,250,500,Cooling capacity in kW,Yes,Integer,200-1000,Public,Facilities Team,Thermal management,Match power load,2025-12-04
facilities.rack_count,Facilities,4,2,4,Number of racks,Yes,Integer,2-16,Public,Facilities Team,Physical space,DGX rack density,2025-12-04
facilities.datacenter_tier,Facilities,Tier 3,Tier 2,Tier 3,Datacenter tier level,Yes,String,Tier 2|Tier 3|Tier 4,Public,Facilities Team,Availability,99.98% uptime,2025-12-04
