Training,Security Champion Training,Train 8 security champions on GHAS administration,EO Engineer,16,='Estimate Settings'!$C$8,=$E56*$F56,$175,"=TEXT($G56*$H56,""$#,##0"")",Production Rollout,2 days training for security champions per team
Training,Developer Training,Train developers on interpreting and fixing vulnerabilities,EO Engineer,24,='Estimate Settings'!$C$8,=$E57*$F57,$175,"=TEXT($G57*$H57,""$#,##0"")",Security Champion Training,3 days workshops for development teams
Training,Administrator Training,Train platform admins on GHAS management,EO Engineer,8,='Estimate Settings'!$C$8,=$E58*$F58,$175,"=TEXT($G58*$H58,""$#,##0"")",Developer Training,GHAS configuration policy management monitoring
Training,Documentation,Create GHAS runbooks user guides and best practices,EO Engineer,24,='Estimate Settings'!$C$8,=$E59*$F59,$150,"=TEXT($G59*$H59,""$#,##0"")",Administrator Training,Deliverable: Operations documentation and troubleshooting guides
Closeout,Knowledge Transfer,Transfer GHAS ownership to security and platform teams,EO Engineer,16,='Estimate Settings'!$C$9,=$E60*$F60,$175,"=TEXT($G60*$H60,""$#,##0"")",Documentation,Comprehensive handover of configuration and processes
Closeout,Security Baseline,Establish security metrics and monitoring baselines,EO Engineer,8,='Estimate Settings'!$C$9,=$E61*$F61,$175,"=TEXT($G61*$H61,""$#,##0"")",Knowledge Transfer,Baseline for vulnerability trends MTTR scan coverage
Management,Technical Leadership,Quarterback technical oversight and security review,EO Quarterback,"=ROUND(SUM($G$3:$G$31)*0.10,0)",='Estimate Settings'!$C$11,=$E62*$F62,$225,"=TEXT($G62*$H62,""$#,##0"")",,Security architecture review and technical escalation
Management,Project Management,Project coordination planning and stakeholder management,EO Project Manager,"=ROUND(SUM($G$3:$G$31)*0.10,0)",='Estimate Settings'!$C$10,=$E63*$F63,$200,"=TEXT($G63*$H63,""$#,##0"")",,Includes weekly status risk management vendor coordination
,,,,,TOTAL HOURS,"=SUM($G$3:$G$33)",TOTAL COST,"=TEXT(SUMPRODUCT($G$3:$G$33,$H$3:$H$33),""$#,##0"")",,EO Sales Engineer: Update phase multipliers in Estimate Settings based on scope

# Credits - Applied to Total Cost (Year 1 Only)
#WIDTH: 27,17,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
GitHub Partner Services Credit,$0,No partner credits available for GHAS implementation
Implementation Discount,$0,No implementation discount applicable
NET PROFESSIONAL SERVICES COST,"=SUMPRODUCT($G$3:$G$33,$H$3:$H$33)",Total professional services cost for GHAS implementation
