Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
SEC-009,Security & Compliance,Vulnerability Management,What vulnerability scanning and remediation requirements apply?,"Requirements: Weekly scanning, 30-day critical patch timeline, Continuous monitoring","",Vulnerability management and patch automation
SEC-010,Security & Compliance,Access Control,What access control policies must be enforced?,"Common policies: Least privilege, Separation of duties, Need-to-know, Time-based access, Location restrictions","",Role-based access control (RBAC) design
SEC-011,Security & Compliance,Physical Security,What physical security controls are required for endpoints?,"Controls: Encrypted laptops, Secure boot, TPM, Endpoint DLP, Mobile device management","",Endpoint security and device management
SEC-012,Security & Compliance,Supply Chain Risk,What supply chain risk management (SCRM) requirements apply?,"Requirements: Vendor assessment, Software composition analysis, Third-party security validation","",Supply chain security controls
OPS-001,Operations & Support,Availability,What uptime requirements do you have for CUI systems?,"Common targets: 99.5%, 99.9%, 99.95% (Microsoft GCC High SLA is 99.9%)","",SLA requirements drive architecture design
OPS-002,Operations & Support,Support Coverage,What support coverage do you require for CUI environment?,"Options: Business hours (8x5), Extended (24x5), Full (24x7)","",Support staffing and cost planning
OPS-003,Operations & Support,SOC Services,Do you need managed SOC services for Sentinel SIEM?,"Options: In-house SOC, Managed SOC (24x7), Co-managed SOC, Microsoft detection/response only","",Security operations staffing and service model
OPS-004,Operations & Support,Change Management,What change management processes must be followed?,"Describe approval workflows, change windows, rollback procedures","",Change control and configuration management
OPS-005,Operations & Support,Compliance Reporting,What compliance reporting is required?,"Reports: Monthly compliance dashboards, NIST 800-171 control status, CMMC assessment prep, SPRS score updates","",Compliance monitoring and reporting automation
OPS-006,Operations & Support,User Support,How will end-user support be provided for GCC High users?,"Options: Internal helpdesk, Managed service provider, Microsoft FastTrack, Hybrid model","",End-user support model and training
OPS-007,Operations & Support,Training Requirements,What CMMC and security awareness training is required?,"Training types: Annual security awareness, Role-based training, Privileged user training, Incident response drills","",Security training program and compliance
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this CMMC GCC High project?,"Name, role, contact information, security clearance level","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for CMMC implementation?,"List team members, roles, time commitment, and CMMC/security expertise","",Resource planning and project timeline feasibility
IMPL-003,Implementation Planning,Microsoft Experience,What is your team's experience with Microsoft 365 and Azure Government?,"Experience levels: No experience, Basic knowledge, Intermediate, Advanced, Expert","",Training needs assessment and knowledge transfer requirements
IMPL-004,Implementation Planning,Migration Approach,What is your preferred migration approach for GCC High?,"Options: Phased by department, Pilot then scale, Big bang cutover, Parallel run with commercial","",Implementation strategy and risk mitigation
IMPL-005,Implementation Planning,Parallel Run,Do you require a parallel run period with existing systems?,"Specify duration if needed (typically 1-3 months for email/collaboration)","",Implementation timeline and validation approach
IMPL-006,Implementation Planning,Change Management,How will you handle the transition to GCC High environment?,"Consider communication, training, user adoption, business process changes","",Change management and user adoption strategy
IMPL-007,Implementation Planning,Training Needs,What training will be needed for users and administrators?,"Types: End-user M365 training, Azure admin training, Security operations training, CMMC awareness","",Knowledge transfer scope and timeline
IMPL-008,Implementation Planning,Testing Requirements,What testing approach do you prefer for GCC High deployment?,"Options: Pilot user group, Department-by-department, Phased rollout, Full cutover","",Testing and validation requirements
IMPL-009,Implementation Planning,Approval Process,What approval processes are required for CMMC compliance changes?,"Describe change control, ISSO/ISSM approvals, ATO process, governance","",Change approval and governance requirements
IMPL-010,Implementation Planning,Partner Requirements,What Microsoft GCC High implementation experience do you expect from partners?,"Specify: Microsoft partner status, CMMC expertise, DoD clearances, past GCC High projects","",Partner selection criteria and requirements
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about implementing GCC High Enclave?,"Consider: Migration complexity, User adoption, Cost, Timeline, Certification readiness","",Primary implementation concerns and risk factors
RISK-002,Risk & Constraints,Failure Factors,What could cause this CMMC project to fail?,"Consider: Budget overruns, Assessment delays, Lack of executive support, Insufficient security controls, Data migration issues","",Failure mode analysis and mitigation planning
RISK-003,Risk & Constraints,Contract Risks,What contract opportunities are at risk without CMMC certification?,"List specific DoD contracts, values, and award timelines dependent on CMMC","",Business impact and urgency assessment
RISK-004,Risk & Constraints,Technical Risks,What technical risks worry you most about GCC High migration?,"Consider: Application compatibility, Identity federation, Network connectivity, Data migration, Performance","",Technical risk factors and mitigation strategies
RISK-005,Risk & Constraints,Dependencies,What external dependencies exist for this project?,"Examples: DoD contract awards, C3PAO availability, Budget approvals, Azure Gov subscription, Vendor coordination","",Project dependencies and critical path items
RISK-006,Risk & Constraints,Constraints,What constraints must the solution work within?,"Consider: Budget limits, Timeline, Existing infrastructure, Regulatory, Security clearances, Contract deadlines","",Solution design boundaries and constraints
