Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
OPS-001,Operations & Support,Team Size,How many network engineers/administrators support the network?,"Specify: team size, skill levels, shifts/coverage","",Staffing and support model assessment
OPS-002,Operations & Support,Expertise,What is your team's Cisco experience level?,"Experience: Beginner, CCNA, CCNP, CCIE, DNA Center certified, Automation/programming skills","",Training needs and enablement planning
OPS-003,Operations & Support,Change Frequency,How frequently are network changes deployed?,"Frequency: Daily, Weekly, Monthly, Ad-hoc emergency only","",Change velocity and automation opportunity
OPS-004,Operations & Support,Troubleshooting,What is your average time to resolve network issues?,"Specify: Mean Time to Detect (MTTD), Mean Time to Repair (MTTR), issue categories","",Baseline metrics for improvement tracking
OPS-005,Operations & Support,Configuration Management,How are network configurations managed today?,"Methods: Git repositories, Manual backups, Prime Infrastructure, RANCID, Other tools, Ad-hoc/none","",Config management maturity and migration
OPS-006,Operations & Support,Change Management,What change management processes are in place?,"Processes: Change advisory board, Approval workflows, Testing requirements, Rollback procedures, Maintenance windows","",Change control and governance requirements
OPS-007,Operations & Support,Availability Requirements,What uptime requirements apply to DNA Center?,"Options: 99%, 99.5%, 99.9%, 99.95% - consider HA architecture","",High availability and redundancy needs
OPS-008,Operations & Support,Monitoring Tools,What additional monitoring tools are in use?,"Tools: SIEM (Splunk, QRadar), APM (Datadog, Dynatrace), NetFlow analyzers, Packet capture tools","",Monitoring ecosystem and integration
OPS-009,Operations & Support,Notifications,What notification and alerting is required?,"Alerts: Critical issue alerts, Predictive warnings, SLA threshold breaches, Change notifications, Integration with ITSM","",Alerting strategy and escalation workflows
OPS-010,Operations & Support,Support Model,What support coverage do you require from Cisco?,"Options: Business hours TAC, 24x5 support, 24x7 premium, Dedicated TAM (Technical Account Manager)","",Cisco support level and SLA requirements
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this DNA Center project?,"Name, role, contact information","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for DNA Center implementation?,"List team members, roles, time commitment (hours per week)","",Resource planning and project timeline feasibility
IMPL-003,Implementation Planning,Migration Approach,What is your preferred migration approach?,"Options: Phased by site, Phased by device type, Pilot then scale, Big bang cutover","",Implementation strategy and risk mitigation
IMPL-004,Implementation Planning,Pilot Sites,Which sites or device groups should be in the initial pilot?,"Identify low-risk pilot candidates for validation","",Pilot scope and success criteria
IMPL-005,Implementation Planning,Device Onboarding,What is your preferred device onboarding approach?,"Options: Automated discovery, CSV bulk import, Manual addition, Plug and Play (PnP) for new devices","",Onboarding strategy and automation level
IMPL-006,Implementation Planning,Training Needs,What training will be needed for network team?,"Types: DNA Center admin, Assurance workflows, Automation/APIs, SD-Access, Troubleshooting, Best practices","",Knowledge transfer scope and timeline
IMPL-007,Implementation Planning,Testing Requirements,What user acceptance testing (UAT) approach do you prefer?,"Options: Internal pilot users, Phased rollout, Full team UAT, Staged by site","",Testing and validation requirements
IMPL-008,Implementation Planning,Cutover Planning,What is your approach for cutover from existing tools?,"Consider: Parallel run duration, Data migration, Process migration, Documentation updates","",Cutover strategy and transition planning
IMPL-009,Implementation Planning,Approval Process,What approval processes are required for DNA Center deployment?,"Describe: executive approvals, change control, security review, procurement","",Approval gates and governance requirements
IMPL-010,Implementation Planning,Documentation,What documentation standards apply to this project?,"Requirements: Network diagrams, Runbooks, SOPs, Configuration standards, Training materials","",Documentation scope and deliverables
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about implementing DNA Center?,"Consider: Deployment complexity, Team readiness, Budget constraints, Timeline pressure, Legacy device compatibility","",Primary implementation concerns and risk factors
RISK-002,Risk & Constraints,Device Compatibility,Are there concerns about device compatibility with DNA Center?,"Consider: Legacy devices, IOS version upgrades, Feature parity, Unsupported platforms","",Compatibility risks and upgrade planning
RISK-003,Risk & Constraints,Network Disruption,What is your tolerance for network disruption during implementation?,"Specify: Acceptable downtime windows, Rollback requirements, Business impact constraints","",Change risk tolerance and mitigation strategies
RISK-004,Risk & Constraints,Dependencies,What external dependencies exist for this project?,"Dependencies: IOS upgrades, Hardware refresh, Budget approvals, Other IT projects, Vendor availability","",Project dependencies and critical path items
RISK-005,Risk & Constraints,Constraints,What constraints must the solution work within?,"Constraints: Budget limits, Timeline, Technology standards, Regulatory, Organizational policies, Skill gaps","",Solution design boundaries and constraints
