Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
OPS-003,Operations & Support,Maintenance Windows,What maintenance windows are available?,"Specify available windows (e.g., Saturday 12 AM - 6 AM)","",Migration cutover timing
OPS-004,Operations & Support,Support Coverage,What support coverage do you require?,"Options: Business hours (8x5), Extended (24x5), Full (24x7)","",Post-migration support planning
OPS-005,Operations & Support,Runbooks,Do you have documented operational runbooks?,"Options: Comprehensive documentation, Basic documentation, None - need creation","",Migration runbook development needs
OPS-006,Operations & Support,Change Management,What is your change management process?,"Describe approval workflow, CAB process, documentation requirements","",Migration governance and approvals
OPS-007,Operations & Support,Monitoring,What monitoring and alerting is required post-migration?,"Requirements: Application monitoring, Infrastructure monitoring, Performance dashboards, Alerting","",CloudWatch and monitoring setup
OPS-008,Operations & Support,Incident Response,What is your incident response process?,"Describe escalation procedures, SLA requirements, on-call rotation","",Cloud operations planning
OPS-009,Operations & Support,Patching,What is your current patching schedule?,"Describe frequency, maintenance windows, approval process","",AWS Systems Manager patch management
OPS-010,Operations & Support,Backup Requirements,What are your backup and retention requirements?,"Specify backup frequency, retention period (e.g., Daily backups, 90-day retention)","",AWS Backup configuration
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this migration?,"Name, role, contact information","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for migration?,"List team members, roles, time commitment (hours per week)","",Resource planning and timeline feasibility
IMPL-003,Implementation Planning,AWS Experience,What is your team's experience with AWS?,"Experience levels: No experience, Basic knowledge, Intermediate, Advanced, Expert","",Training and knowledge transfer needs
IMPL-004,Implementation Planning,Migration Approach,What is your preferred migration approach?,"Options: Wave-based migration, Big bang cutover, Pilot then scale, Continuous migration","",Migration strategy and risk mitigation
IMPL-005,Implementation Planning,Pilot Phase,Do you want to conduct a pilot migration first?,"Options: Yes - 1-2 servers, Yes - full application stack, No - proceed to production","",Risk mitigation and validation approach
IMPL-006,Implementation Planning,Parallel Run,Do you require a parallel run period?,"Specify duration if needed (e.g., Run both on-prem and cloud for 2 weeks)","",Validation and rollback planning
IMPL-007,Implementation Planning,Rollback Plan,What rollback requirements do you have?,"Specify rollback window and criteria (e.g., Must be able to rollback within 48 hours)","",Risk mitigation and safety net
IMPL-008,Implementation Planning,Training Needs,What training will be needed for teams?,"Types: AWS fundamentals, Migration tools, Cloud operations, Security best practices","",Knowledge transfer scope and timeline
IMPL-009,Implementation Planning,Documentation,What documentation do you need?,"Requirements: Architecture diagrams, Runbooks, SOPs, As-built documentation","",Deliverable requirements
IMPL-010,Implementation Planning,Handover,What handover process do you prefer?,"Options: Gradual handover with hypercare, Full handover after validation, Managed services","",Operational transition planning
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about cloud migration?,"Consider: downtime risk, data loss, cost overruns, skills gap, complexity","",Primary risk factors and concerns
RISK-002,Risk & Constraints,Failure Factors,What could cause this migration to fail?,"Consider: lack of executive support, resource constraints, unclear scope, technical debt","",Failure mode analysis and mitigation
RISK-003,Risk & Constraints,Data Risks,What are your concerns about data migration?,"Consider: data loss, corruption, downtime during sync, validation","",Data migration risk mitigation
RISK-004,Risk & Constraints,Application Risks,What application compatibility concerns exist?,"Consider: legacy applications, unsupported OS versions, licensing, custom integrations","",Application assessment and remediation
RISK-005,Risk & Constraints,Dependencies,What external dependencies exist for this migration?,"Examples: Vendor approvals, Budget approvals, other IT projects, procurement timelines","",Project dependencies and critical path
RISK-006,Risk & Constraints,Constraints,What constraints must the migration work within?,"Consider: budget limits, timeline, technology standards, regulatory, skills availability","",Migration design boundaries
