Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
OPS-007,Operations & Support,Data Retention,What are your data retention requirements for backups?,"Specify retention period (e.g., 30 days, 90 days, 7 years)","",Backup retention for compliance
OPS-008,Operations & Support,Failback Procedures,What are your failback requirements after DR activation?,"Options: Automatic failback, Manual failback, No failback - stay in DR region","",Failback strategy and procedures
OPS-009,Operations & Support,Notifications,What notifications or alerts do you need during DR events?,"Examples: Failover initiated, Health check failures, Replication lag exceeded, DR test started","",Notification and alerting requirements
OPS-010,Operations & Support,Incident Response,Who needs to be notified during a DR event?,"List roles, teams, and escalation procedures","",Incident response and communication plan
IMPL-001,Implementation Planning,Resources,Who will be the technical lead for this DR project?,"Name, role, contact information","",Technical ownership and project management
IMPL-002,Implementation Planning,Team Availability,What internal resources are available for DR implementation?,"List team members, roles, and time commitment (hours per week)","",Resource planning and project timeline feasibility
IMPL-003,Implementation Planning,AWS Experience,What is your team's experience with AWS and DR solutions?,"Experience levels: No experience, Basic knowledge, Intermediate, Advanced, Expert","",Training needs assessment
IMPL-004,Implementation Planning,Testing Approach,What DR testing approach do you prefer?,"Options: Tabletop exercises, Simulated failover, Full production failover, Phased testing","",DR testing strategy and validation
IMPL-005,Implementation Planning,Cutover Strategy,What is your preferred DR implementation approach?,"Options: Phased rollout, Pilot then scale, Big bang cutover, Parallel run","",Implementation strategy and risk mitigation
IMPL-006,Implementation Planning,Change Management,How will you communicate DR implementation to stakeholders?,"Consider communication plan, training, and documentation","",Change management and stakeholder engagement
IMPL-007,Implementation Planning,Training Needs,What training will be needed for operations and support teams?,"Types: DR procedures training, Failover training, Monitoring training, Documentation","",Knowledge transfer scope and timeline
IMPL-008,Implementation Planning,Maintenance Windows,What maintenance windows are available for DR implementation?,"Specify days, times, and frequency","",Implementation scheduling constraints
IMPL-009,Implementation Planning,Approval Process,What approval processes are required for DR changes?,"Describe change control, stakeholder approvals, and governance","",Change approval and governance requirements
IMPL-010,Implementation Planning,Success Validation,How will you validate that the DR solution meets requirements?,"Options: DR drill, Failover test, RTO/RPO measurement, Load testing","",Acceptance criteria and validation approach
RISK-001,Risk & Constraints,Implementation Risks,What are your main concerns about implementing DR?,"Consider: complexity, cost, testing impact, organizational readiness, vendor dependencies","",Primary implementation concerns and risk factors
RISK-002,Risk & Constraints,Failure Factors,What could cause this DR project to fail?,"Consider: lack of executive support, insufficient budget, poor testing, unclear requirements, skills gap","",Failure mode analysis and mitigation planning
RISK-003,Risk & Constraints,Data Risks,What are your concerns about data replication and consistency?,"Consider: data corruption, replication lag, sync failures, data loss scenarios","",Data integrity risks and validation requirements
RISK-004,Risk & Constraints,Technical Risks,What technical risks worry you most about DR implementation?,"Consider: failover complexity, performance impact, integration challenges, automation failures","",Technical risk factors and mitigation strategies
RISK-005,Risk & Constraints,Dependencies,What external dependencies exist for this DR project?,"Examples: Third-party approvals, vendor coordination, other projects, procurement timelines","",Project dependencies and critical path items
RISK-006,Risk & Constraints,Constraints,What constraints must the DR solution work within?,"Consider: budget limits, timeline, technology standards, regulatory, organizational policies","",Solution design boundaries and constraints
